,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%null%,%null%,True,True,Hawaii,Hawaii,30,94,%null%,160134,18.734310015362134,18.73,18.734310015362134,18.734310015362134,18.7
1,%null%,%null%,True,True,Rhode Island,Rhode Island,42,117,%null%,187776,22.367075664621677,22.37,22.367075664621677,22.367075664621677,22.4
2,%null%,%null%,True,True,Idaho,Idaho,60,181,%null%,251919,23.817179331451776,23.82,23.817179331451776,23.817179331451776,23.8
3,%null%,%null%,True,True,Mississippi,Mississippi,25,62,%null%,102936,24.286935571617313,24.29,24.286935571617313,24.286935571617313,24.3
4,%null%,%null%,True,True,Louisiana,Louisiana,72,170,%null%,258338,27.870464275484057,27.87,27.870464275484057,27.870464275484057,27.9
5,%null%,%null%,True,True,New Hampshire,New Hampshire,17,48,%null%,60873,27.92699554810836,27.93,27.92699554810836,27.92699554810836,27.9
6,%null%,%null%,True,True,District of Columbia,District of Columbia,22,93,%null%,76919,28.60151588034166,28.60,28.60151588034166,28.60151588034166,28.6
7,%null%,%null%,True,True,New Mexico,New Mexico,308,810,%null%,1059242,29.077396855487223,29.08,29.077396855487223,29.077396855487223,29.1
8,%null%,%null%,True,True,Florida,Florida,1721,5033,%null%,5830908,29.515128690077084,29.52,29.515128690077084,29.515128690077084,29.5
9,%null%,%null%,True,True,Oklahoma,Oklahoma,145,375,%null%,467249,31.032704189843102,31.03,31.032704189843102,31.032704189843102,31.0
10,%null%,%null%,True,True,South Carolina,South Carolina,103,286,%null%,330096,31.203043962968348,31.20,31.203043962968348,31.203043962968348,31.2
11,%null%,%null%,True,True,Missouri,Missouri,90,253,%null%,287125,31.34523291249456,31.35,31.34523291249456,31.34523291249456,31.3
12,%null%,%null%,True,True,South Dakota,South Dakota,13,41,%null%,41288,31.486146095717885,31.49,31.486146095717885,31.486146095717885,31.5
13,%null%,%null%,True,True,Delaware,Delaware,32,115,%null%,101213,31.616491952614783,31.62,31.616491952614783,31.616491952614783,31.6
14,%null%,%null%,True,True,Tennessee,Tennessee,135,371,%null%,425839,31.702122163540682,31.70,31.702122163540682,31.702122163540682,31.7
15,%null%,%null%,True,True,New York,New York,1238,3396,%null%,3868268,32.00398731421918,32.00,32.00398731421918,32.00398731421918,32.0
16,%null%,%null%,True,True,Connecticut,Connecticut,204,562,%null%,637112,32.01948793932621,32.02,32.01948793932621,32.01948793932621,32.0
17,%null%,%null%,True,True,Ohio,Ohio,166,454,%null%,508643,32.635856583104456,32.64,32.635856583104456,32.635856583104456,32.6
18,%null%,%null%,True,True,Wyoming,Wyoming,20,74,%null%,61087,32.740190220505184,32.74,32.740190220505184,32.740190220505184,32.7
19,%null%,%null%,True,True,Washington,Washington,350,983,%null%,1059156,33.045179369233615,33.05,33.045179369233615,33.045179369233615,33.0
20,%null%,%null%,True,True,Oregon,Oregon,199,585,%null%,596517,33.36032334367671,33.36,33.36032334367671,33.36032334367671,33.4
21,%null%,%null%,True,True,New Jersey,New Jersey,667,1755,%null%,1991638,33.49002178106664,33.49,33.49002178106664,33.49002178106664,33.5
22,%null%,%null%,True,True,Colorado,Colorado,442,1226,%null%,1293214,34.178411307022664,34.18,34.178411307022664,34.178411307022664,34.2
23,%null%,%null%,True,True,Virginia,Virginia,308,844,%null%,882402,34.90472596390307,34.90,34.90472596390307,34.90472596390307,34.9
24,%null%,%null%,True,True,California,California,5521,15875,%null%,15754605,35.04372213711483,35.04,35.04372213711483,35.04372213711483,35.0
25,%null%,%null%,True,True,Massachusetts,Massachusetts,316,870,%null%,897349,35.2148383739214,35.21,35.2148383739214,35.2148383739214,35.2
26,%null%,%null%,True,True,North Carolina,North Carolina,382,1003,%null%,1078224,35.428630785439765,35.43,35.428630785439765,35.428630785439765,35.4
27,%null%,%null%,True,True,Pennsylvania,Pennsylvania,388,952,%null%,1084634,35.77243567876353,35.77,35.77243567876353,35.77243567876353,35.8
28,%null%,%null%,True,True,Texas,Texas,4300,11377,%null%,11857401,36.264270728467395,36.26,36.264270728467395,36.264270728467395,36.3
29,%null%,%null%,True,True,Maryland,Maryland,257,679,%null%,684437,37.5491097062257,37.55,37.5491097062257,37.5491097062257,37.5
30,%null%,%null%,True,True,Nevada,Nevada,363,867,%null%,940757,38.58594727437585,38.59,38.58594727437585,38.58594727437585,38.6
31,%null%,%null%,True,True,West Virginia,West Virginia,13,42,%null%,33684,38.59399121244508,38.59,38.59399121244508,38.59399121244508,38.6
32,%null%,%null%,True,True,Georgia,Georgia,439,1085,%null%,1104836,39.73440402014417,39.73,39.73440402014417,39.73440402014417,39.7
33,%null%,%null%,True,True,Wisconsin,Wisconsin,176,483,%null%,442517,39.772483317025106,39.77,39.772483317025106,39.772483317025106,39.8
34,%null%,%null%,True,True,Illinois,Illinois,922,2535,%null%,2282133,40.40080047920082,40.40,40.40080047920082,40.40080047920082,40.4
35,%null%,%null%,True,True,North Dakota,North Dakota,14,32,%null%,34335,40.774719673802245,40.77,40.774719673802245,40.774719673802245,40.8
36,%null%,%null%,True,True,Kentucky,Kentucky,78,195,%null%,187984,41.492893012171244,41.49,41.492893012171244,41.492893012171244,41.5
37,%null%,%null%,True,True,Kansas,Kansas,156,346,%null%,374093,41.700860481217234,41.70,41.700860481217234,41.700860481217234,41.7
38,%null%,%null%,True,True,Utah,Utah,206,590,%null%,493636,41.73115412976363,41.73,41.73115412976363,41.73115412976363,41.7
39,%null%,%null%,True,True,Arkansas,Arkansas,105,269,%null%,251277,41.78655428073401,41.79,41.78655428073401,41.78655428073401,41.8
40,%null%,%null%,True,True,Michigan,Michigan,237,589,%null%,561587,42.201831595104586,42.20,42.201831595104586,42.201831595104586,42.2
41,%null%,%null%,True,True,Arizona,Arizona,998,2601,%null%,2351122,42.44781853089716,42.45,42.44781853089716,42.44781853089716,42.4
42,%null%,%null%,True,True,Montana,Montana,21,46,%null%,48014,43.73724330403632,43.74,43.73724330403632,43.73724330403632,43.7
43,%null%,%null%,True,True,Minnesota,Minnesota,156,435,%null%,333474,46.780258730815596,46.78,46.780258730815596,46.780258730815596,46.8
44,%null%,%null%,True,True,Indiana,Indiana,250,603,%null%,522944,47.8062660629054,47.81,47.8062660629054,47.8062660629054,47.8
45,%null%,%null%,True,True,Nebraska,Nebraska,117,249,%null%,235669,49.645901667168786,49.65,49.645901667168786,49.645901667168786,49.6
46,%null%,%null%,True,True,Iowa,Iowa,112,266,%null%,215119,52.064206323011916,52.06,52.064206323011916,52.064206323011916,52.1
47,%null%,%null%,True,True,Alabama,Alabama,130,297,%null%,241168,53.90433224971803,53.90,53.90433224971803,53.90433224971803,53.9
48,%null%,%null%,True,True,Maine,Maine,15,33,%null%,27037,55.47952805414802,55.48,55.47952805414802,55.47952805414802,55.5
49,%null%,%null%,True,True,Vermont,Vermont,8,23,%null%,14384,55.61735261401557,55.62,55.61735261401557,55.61735261401557,55.6
50,%null%,%null%,True,True,Alaska,Alaska,43,110,%null%,54732,78.56464225681502,78.56,78.56464225681502,78.56464225681502,78.6
