,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Change KPI Title with Measure-value,Change KPI Title with Measure-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%null%,%null%,Total # Reporting Suicidal Ideation per 100K,Total # Reporting Suicidal Ideation per 100K,166.5
