,Race Chart-value,Race Chart-alias,Percentage Suffix Label % Race-value,Percentage Suffix Label % Race-alias,State-value,State-alias,SUM(Positive PTSD)-alias,SUM(Total PTSD Responses)-alias,SUM(Total Population)-alias,ATTR(Percentage Suffix Label % Race)-alias,AGG(# per 100K)-alias,AGG(Show # or Percent Race)-value,AGG(Show # or Percent Race)-alias,AGG(Formatted Show # or Percent Positive Race)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias
0,True,True,%,%,Louisiana,Louisiana,5,7,30358,%,16.47,0.7142857142857143,0.7142857142857143,71.43,0.7142857142857143,0.7142857142857143
1,True,True,%,%,Alabama,Alabama,11,13,28165,%,39.06,0.846153846153846,0.846153846153846,84.62,0.846153846153846,0.846153846153846
2,True,True,%,%,Michigan,Michigan,23,27,57651,%,39.90,0.8518518518518519,0.8518518518518519,85.19,0.8518518518518519,0.8518518518518519
3,True,True,%,%,Massachusetts,Massachusetts,6,7,12835,%,46.75,0.8571428571428571,0.8571428571428571,85.71,0.8571428571428571,0.8571428571428571
4,True,True,%,%,New Mexico,New Mexico,7,8,186151,%,3.76,0.875,0.875,87.50,0.875,0.875
5,True,True,%,%,Illinois,Illinois,8,9,19819,%,40.37,0.8888888888888888,0.8888888888888888,88.89,0.8888888888888888,0.8888888888888888
6,True,True,%,%,Missouri,Missouri,18,20,27135,%,66.33,0.9,0.9,90.00,0.9,0.9
7,True,True,%,%,Montana,Montana,9,10,66192,%,13.60,0.9,0.9,90.00,0.9,0.9
8,True,True,%,%,North Carolina,North Carolina,19,21,115825,%,16.40,0.9047619047619048,0.9047619047619048,90.48,0.9047619047619048,0.9047619047619048
9,True,True,%,%,Alaska,Alaska,20,22,109039,%,18.34,0.9090909090909092,0.9090909090909092,90.91,0.9090909090909092,0.9090909090909092
10,True,True,%,%,North Dakota,North Dakota,10,11,40207,%,24.87,0.9090909090909092,0.9090909090909092,90.91,0.9090909090909092,0.9090909090909092
11,True,True,%,%,Minnesota,Minnesota,23,25,60687,%,37.90,0.92,0.92,92.00,0.92,0.92
12,True,True,%,%,California,California,71,77,160861,%,44.14,0.922077922077922,0.922077922077922,92.21,0.922077922077922,0.922077922077922
13,True,True,%,%,Oklahoma,Oklahoma,72,78,339826,%,21.19,0.9230769230769232,0.9230769230769232,92.31,0.9230769230769232,0.9230769230769232
14,True,True,%,%,Indiana,Indiana,13,14,15815,%,82.20,0.9285714285714286,0.9285714285714286,92.86,0.9285714285714286,0.9285714285714286
15,True,True,%,%,Pennsylvania,Pennsylvania,16,17,19021,%,84.12,0.9411764705882354,0.9411764705882354,94.12,0.9411764705882354,0.9411764705882354
16,True,True,%,%,Wisconsin,Wisconsin,17,18,52520,%,32.37,0.9444444444444445,0.9444444444444445,94.44,0.9444444444444445,0.9444444444444445
17,True,True,%,%,Colorado,Colorado,17,18,37197,%,45.70,0.9444444444444445,0.9444444444444445,94.44,0.9444444444444445,0.9444444444444445
18,True,True,%,%,Arizona,Arizona,39,41,279130,%,13.97,0.9512195121951219,0.9512195121951219,95.12,0.9512195121951219,0.9512195121951219
19,True,True,%,%,Washington,Washington,20,21,95740,%,20.89,0.9523809523809523,0.9523809523809523,95.24,0.9523809523809523,0.9523809523809523
20,True,True,%,%,New York,New York,24,25,60197,%,39.87,0.96,0.96,96.00,0.96,0.96
21,True,True,%,%,Florida,Florida,32,33,55453,%,57.71,0.9696969696969697,0.9696969696969697,96.97,0.9696969696969697,0.9696969696969697
22,True,True,%,%,Virginia,Virginia,12,12,23140,%,51.86,1,1,100.00,1,1
23,True,True,%,%,Utah,Utah,9,9,31014,%,29.02,1,1,100.00,1,1
24,True,True,%,%,Texas,Texas,49,49,96976,%,50.53,1,1,100.00,1,1
25,True,True,%,%,Tennessee,Tennessee,10,10,19841,%,50.40,1,1,100.00,1,1
26,True,True,%,%,South Dakota,South Dakota,19,19,73258,%,25.94,1,1,100.00,1,1
27,True,True,%,%,South Carolina,South Carolina,8,8,19363,%,41.32,1,1,100.00,1,1
28,True,True,%,%,Oregon,Oregon,15,15,46873,%,32.00,1,1,100.00,1,1
29,True,True,%,%,Ohio,Ohio,22,22,22944,%,95.89,1,1,100.00,1,1
30,True,True,%,%,Nebraska,Nebraska,6,6,16418,%,36.55,1,1,100.00,1,1
31,True,True,%,%,Maryland,Maryland,6,6,14865,%,40.36,1,1,100.00,1,1
32,True,True,%,%,Maine,Maine,7,7,8892,%,78.72,1,1,100.00,1,1
33,True,True,%,%,Kentucky,Kentucky,6,6,9313,%,64.43,1,1,100.00,1,1
34,True,True,%,%,Kansas,Kansas,16,16,23301,%,68.67,1,1,100.00,1,1
35,True,True,%,%,Iowa,Iowa,5,5,9836,%,50.83,1,1,100.00,1,1
36,True,True,%,%,Idaho,Idaho,11,11,20059,%,54.84,1,1,100.00,1,1
37,True,True,%,%,Georgia,Georgia,12,12,24975,%,48.05,1,1,100.00,1,1
38,True,True,%,%,Arkansas,Arkansas,12,12,23903,%,50.20,1,1,100.00,1,1
