,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Population)-alias,SUM(Total Psychosis Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,District of Columbia,District of Columbia,34,249751,48,%,249751,70.83333333333334,70.83,70.83333333333334,70.83333333333334,70.83
1,%,%,True,True,Hawaii,Hawaii,56,308195,78,%,308195,71.7948717948718,71.79,71.7948717948718,71.7948717948718,71.79
2,%,%,True,True,New Jersey,New Jersey,701,4960795,966,%,4960795,72.5672877846791,72.57,72.5672877846791,72.5672877846791,72.57
3,%,%,True,True,Alaska,Alaska,198,434746,265,%,434746,74.71698113207546,74.72,74.71698113207546,74.71698113207546,74.72
4,%,%,True,True,Massachusetts,Massachusetts,756,4894728,1006,%,4894728,75.14910536779324,75.15,75.14910536779324,75.14910536779324,75.15
5,%,%,True,True,New York,New York,1733,10858889,2293,%,10858889,75.5778456170955,75.58,75.5778456170955,75.5778456170955,75.58
6,%,%,True,True,Nebraska,Nebraska,257,1519341,340,%,1519341,75.58823529411765,75.59,75.58823529411765,75.58823529411765,75.59
7,%,%,True,True,California,California,2620,13815325,3454,%,13815325,75.85408222350898,75.85,75.85408222350898,75.85408222350898,75.85
8,%,%,True,True,North Dakota,North Dakota,108,644623,142,%,644623,76.05633802816901,76.06,76.05633802816901,76.05633802816901,76.06
9,%,%,True,True,Wyoming,Wyoming,80,482320,105,%,482320,76.19047619047619,76.19,76.19047619047619,76.19047619047619,76.19
10,%,%,True,True,Rhode Island,Rhode Island,112,771405,147,%,771405,76.19047619047619,76.19,76.19047619047619,76.19047619047619,76.19
11,%,%,True,True,Delaware,Delaware,110,608053,144,%,608053,76.38888888888889,76.39,76.38888888888889,76.38888888888889,76.39
12,%,%,True,True,Connecticut,Connecticut,423,2330326,548,%,2330326,77.1897810218978,77.19,77.1897810218978,77.1897810218978,77.19
13,%,%,True,True,New Mexico,New Mexico,146,759740,188,%,759740,77.6595744680851,77.66,77.6595744680851,77.6595744680851,77.66
14,%,%,True,True,Montana,Montana,223,943656,287,%,943656,77.70034843205575,77.70,77.70034843205575,77.70034843205575,77.70
15,%,%,True,True,Alabama,Alabama,1002,3269726,1281,%,3269726,78.22014051522248,78.22,78.22014051522248,78.22014051522248,78.22
16,%,%,True,True,Virginia,Virginia,1091,5213717,1390,%,5213717,78.48920863309353,78.49,78.48920863309353,78.48920863309353,78.49
17,%,%,True,True,Maryland,Maryland,559,3020582,711,%,3020582,78.62165963431787,78.62,78.62165963431787,78.62165963431787,78.62
18,%,%,True,True,Colorado,Colorado,866,3893018,1099,%,3893018,78.79890809827116,78.80,78.79890809827116,78.79890809827116,78.80
19,%,%,True,True,Illinois,Illinois,1437,7597266,1820,%,7597266,78.95604395604396,78.96,78.95604395604396,78.95604395604396,78.96
20,%,%,True,True,Kansas,Kansas,452,2192217,571,%,2192217,79.15936952714536,79.16,79.15936952714536,79.15936952714536,79.16
21,%,%,True,True,Florida,Florida,2091,11467951,2636,%,11467951,79.32473444613049,79.32,79.32473444613049,79.32473444613049,79.32
22,%,%,True,True,Pennsylvania,Pennsylvania,1907,9701126,2404,%,9701126,79.3261231281198,79.33,79.3261231281198,79.3261231281198,79.33
23,%,%,True,True,Kentucky,Kentucky,947,3765843,1193,%,3765843,79.37971500419113,79.38,79.37971500419113,79.37971500419113,79.38
24,%,%,True,True,Nevada,Nevada,302,1464563,379,%,1464563,79.68337730870712,79.68,79.68337730870712,79.68337730870712,79.68
25,%,%,True,True,Georgia,Georgia,1253,5510193,1565,%,5510193,80.06389776357827,80.06,80.06389776357827,80.06389776357827,80.06
26,%,%,True,True,Minnesota,Minnesota,780,4458035,973,%,4458035,80.16443987667009,80.16,80.16443987667009,80.16443987667009,80.16
27,%,%,True,True,Arizona,Arizona,914,3872615,1140,%,3872615,80.17543859649123,80.18,80.17543859649123,80.17543859649123,80.18
