,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Population)-alias,SUM(Total Psychosis Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,South Dakota,South Dakota,8,20987,12,%,20987,66.66666666666666,66.67,66.66666666666666,66.66666666666666,66.67
1,%,%,True,True,Mississippi,Mississippi,170,1107951,240,%,1107951,70.83333333333334,70.83,70.83333333333334,70.83333333333334,70.83
2,%,%,True,True,New Hampshire,New Hampshire,5,21519,7,%,21519,71.42857142857143,71.43,71.42857142857143,71.42857142857143,71.43
3,%,%,True,True,Oklahoma,Oklahoma,76,296154,106,%,296154,71.69811320754717,71.70,71.69811320754717,71.69811320754717,71.70
4,%,%,True,True,Utah,Utah,13,39687,18,%,39687,72.22222222222221,72.22,72.22222222222221,72.22222222222221,72.22
5,%,%,True,True,Massachusetts,Massachusetts,85,522609,117,%,522609,72.64957264957265,72.65,72.64957264957265,72.64957264957265,72.65
6,%,%,True,True,Connecticut,Connecticut,72,382977,99,%,382977,72.72727272727273,72.73,72.72727272727273,72.72727272727273,72.73
7,%,%,True,True,California,California,459,2200126,631,%,2200126,72.74167987321711,72.74,72.74167987321711,72.74167987321711,72.74
8,%,%,True,True,District of Columbia,District of Columbia,43,295889,59,%,295889,72.88135593220339,72.88,72.88135593220339,72.88135593220339,72.88
9,%,%,True,True,North Carolina,North Carolina,342,2248971,467,%,2248971,73.23340471092077,73.23,73.23340471092077,73.23340471092077,73.23
10,%,%,True,True,Kentucky,Kentucky,74,377275,101,%,377275,73.26732673267327,73.27,73.26732673267327,73.26732673267327,73.27
