,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Population)-alias,SUM(Total Psychosis Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,District of Columbia,District of Columbia,99,670050,145,%,670050,68.27586206896552,68.28,68.27586206896552,68.27586206896552,68.28
1,%,%,True,True,Alaska,Alaska,363,732673,505,%,732673,71.88118811881188,71.88,71.88118811881188,71.88118811881188,71.88
2,%,%,True,True,Delaware,Delaware,188,1003384,257,%,1003384,73.15175097276264,73.15,73.15175097276264,73.15175097276264,73.15
3,%,%,True,True,New Jersey,New Jersey,1390,9267130,1858,%,9267130,74.81162540365986,74.81,74.81162540365986,74.81162540365986,74.81
4,%,%,True,True,New York,New York,3196,19835913,4240,%,19835913,75.37735849056604,75.38,75.37735849056604,75.37735849056604,75.38
5,%,%,True,True,Rhode Island,Rhode Island,170,1095610,223,%,1095610,76.23318385650224,76.23,76.23318385650224,76.23318385650224,76.23
6,%,%,True,True,Hawaii,Hawaii,206,1441553,270,%,1441553,76.29629629629629,76.30,76.29629629629629,76.29629629629629,76.30
7,%,%,True,True,Massachusetts,Massachusetts,1137,6984723,1488,%,6984723,76.41129032258065,76.41,76.41129032258065,76.41129032258065,76.41
8,%,%,True,True,Nebraska,Nebraska,379,1963692,493,%,1963692,76.8762677484787,76.88,76.8762677484787,76.8762677484787,76.88
9,%,%,True,True,California,California,7337,39237836,9538,%,39237836,76.92388341371357,76.92,76.92388341371357,76.92388341371357,76.92
10,%,%,True,True,Maryland,Maryland,1090,6165129,1412,%,6165129,77.19546742209631,77.20,77.19546742209631,77.19546742209631,77.20
11,%,%,True,True,Alabama,Alabama,1466,5039877,1898,%,5039877,77.23919915700738,77.24,77.23919915700738,77.23919915700738,77.24
12,%,%,True,True,Wyoming,Wyoming,118,578803,152,%,578803,77.63157894736842,77.63,77.63157894736842,77.63157894736842,77.63
13,%,%,True,True,Connecticut,Connecticut,678,3605597,870,%,3605597,77.93103448275862,77.93,77.93103448275862,77.93103448275862,77.93
14,%,%,True,True,New Mexico,New Mexico,404,2115877,516,%,2115877,78.29457364341084,78.29,78.29457364341084,78.29457364341084,78.29
15,%,%,True,True,Virginia,Virginia,1805,8642274,2294,%,8642274,78.68352223190934,78.68,78.68352223190934,78.68352223190934,78.68
16,%,%,True,True,North Dakota,North Dakota,149,774948,189,%,774948,78.83597883597884,78.84,78.83597883597884,78.83597883597884,78.84
17,%,%,True,True,Montana,Montana,283,1104271,358,%,1104271,79.05027932960894,79.05,79.05027932960894,79.05027932960894,79.05
18,%,%,True,True,Colorado,Colorado,1437,5812069,1816,%,5812069,79.12995594713657,79.13,79.12995594713657,79.12995594713657,79.13
19,%,%,True,True,Nevada,Nevada,676,3143991,854,%,3143991,79.15690866510539,79.16,79.15690866510539,79.15690866510539,79.16
20,%,%,True,True,Pennsylvania,Pennsylvania,2677,12964056,3379,%,12964056,79.22462266942883,79.22,79.22462266942883,79.22462266942883,79.22
21,%,%,True,True,Illinois,Illinois,2396,12671469,3024,%,12671469,79.23280423280423,79.23,79.23280423280423,79.23280423280423,79.23
22,%,%,True,True,South Dakota,South Dakota,188,895376,237,%,895376,79.32489451476793,79.32,79.32489451476793,79.32489451476793,79.32
23,%,%,True,True,Florida,Florida,3947,21781128,4942,%,21781128,79.86645082962363,79.87,79.86645082962363,79.86645082962363,79.87
24,%,%,True,True,Kansas,Kansas,660,2934582,826,%,2934582,79.90314769975787,79.90,79.90314769975787,79.90314769975787,79.90
25,%,%,True,True,Indiana,Indiana,1783,6805985,2229,%,6805985,79.99102736653208,79.99,79.99102736653208,79.99102736653208,79.99
26,%,%,True,True,Oklahoma,Oklahoma,1044,3986639,1304,%,3986639,80.06134969325154,80.06,80.06134969325154,80.06134969325154,80.06
27,%,%,True,True,Arizona,Arizona,1849,7276316,2302,%,7276316,80.32145960034752,80.32,80.32145960034752,80.32145960034752,80.32
28,%,%,True,True,Minnesota,Minnesota,1118,5707390,1391,%,5707390,80.37383177570094,80.37,80.37383177570094,80.37383177570094,80.37
29,%,%,True,True,Ohio,Ohio,2673,11780017,3321,%,11780017,80.48780487804879,80.49,80.48780487804879,80.48780487804879,80.49
30,%,%,True,True,Kentucky,Kentucky,1196,4509394,1483,%,4509394,80.6473364801079,80.65,80.6473364801079,80.6473364801079,80.65
31,%,%,True,True,Georgia,Georgia,2252,10799566,2789,%,10799566,80.74578702043743,80.75,80.74578702043743,80.74578702043743,80.75
32,%,%,True,True,Wisconsin,Wisconsin,1277,5895908,1581,%,5895908,80.77166350411133,80.77,80.77166350411133,80.77166350411133,80.77
33,%,%,True,True,Michigan,Michigan,2220,10050811,2747,%,10050811,80.81543502002184,80.82,80.81543502002184,80.81543502002184,80.82
34,%,%,True,True,Iowa,Iowa,696,3193079,861,%,3193079,80.8362369337979,80.84,80.8362369337979,80.8362369337979,80.84
