,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Population)-alias,SUM(Total Psychosis Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,Montana,Montana,6,11461,13,%,11461,46.15384615384615,46.15,46.15384615384615,46.15384615384615,46.15
1,%,%,True,True,Maine,Maine,5,18886,10,%,18886,50,50.00,50,50,50.00
2,%,%,True,True,Massachusetts,Massachusetts,52,520119,92,%,520119,56.52173913043478,56.52,56.52173913043478,56.52173913043478,56.52
3,%,%,True,True,West Virginia,West Virginia,10,15762,17,%,15762,58.82352941176471,58.82,58.82352941176471,58.82352941176471,58.82
4,%,%,True,True,Kansas,Kansas,20,94576,34,%,94576,58.82352941176471,58.82,58.82352941176471,58.82352941176471,58.82
5,%,%,True,True,Alaska,Alaska,42,58213,69,%,58213,60.86956521739131,60.87,60.86956521739131,60.86956521739131,60.87
6,%,%,True,True,South Carolina,South Carolina,21,100149,34,%,100149,61.76470588235294,61.76,61.76470588235294,61.76470588235294,61.76
7,%,%,True,True,Alabama,Alabama,67,78576,106,%,78576,63.20754716981132,63.21,63.20754716981132,63.20754716981132,63.21
8,%,%,True,True,Colorado,Colorado,76,206559,120,%,206559,63.33333333333333,63.33,63.33333333333333,63.33333333333333,63.33
9,%,%,True,True,New Mexico,New Mexico,6,35760,9,%,35760,66.66666666666666,66.67,66.66666666666666,66.66666666666666,66.67
10,%,%,True,True,Connecticut,Connecticut,35,179054,52,%,179054,67.3076923076923,67.31,67.3076923076923,67.3076923076923,67.31
11,%,%,True,True,California,California,816,6136428,1187,%,6136428,68.74473462510531,68.74,68.74473462510531,68.74473462510531,68.74
12,%,%,True,True,Washington,Washington,141,813284,205,%,813284,68.78048780487805,68.78,68.78048780487805,68.78048780487805,68.78
13,%,%,True,True,Kentucky,Kentucky,27,78406,39,%,78406,69.23076923076923,69.23,69.23076923076923,69.23076923076923,69.23
14,%,%,True,True,Nebraska,Nebraska,9,54128,13,%,54128,69.23076923076923,69.23,69.23076923076923,69.23076923076923,69.23
15,%,%,True,True,Pennsylvania,Pennsylvania,68,503783,98,%,503783,69.38775510204081,69.39,69.38775510204081,69.38775510204081,69.39
16,%,%,True,True,Texas,Texas,218,1584396,310,%,1584396,70.3225806451613,70.32,70.3225806451613,70.3225806451613,70.32
17,%,%,True,True,Michigan,Michigan,60,341843,85,%,341843,70.58823529411765,70.59,70.58823529411765,70.58823529411765,70.59
18,%,%,True,True,Hawaii,Hawaii,96,651433,136,%,651433,70.58823529411765,70.59,70.58823529411765,70.58823529411765,70.59
19,%,%,True,True,Arizona,Arizona,91,270631,128,%,270631,71.09375,71.09,71.09375,71.09375,71.09
20,%,%,True,True,Wisconsin,Wisconsin,42,185474,59,%,185474,71.1864406779661,71.19,71.1864406779661,71.1864406779661,71.19
21,%,%,True,True,Florida,Florida,136,650132,191,%,650132,71.20418848167539,71.20,71.20418848167539,71.20418848167539,71.20
22,%,%,True,True,New York,New York,252,1812286,353,%,1812286,71.38810198300283,71.39,71.38810198300283,71.38810198300283,71.39
23,%,%,True,True,Mississippi,Mississippi,10,33735,14,%,33735,71.42857142857143,71.43,71.42857142857143,71.42857142857143,71.43
24,%,%,True,True,North Carolina,North Carolina,61,353832,85,%,353832,71.76470588235294,71.76,71.76470588235294,71.76470588235294,71.76
25,%,%,True,True,Missouri,Missouri,27,144420,37,%,144420,72.97297297297297,72.97,72.97297297297297,72.97297297297297,72.97
26,%,%,True,True,Nevada,Nevada,61,292101,83,%,292101,73.49397590361446,73.49,73.49397590361446,73.49397590361446,73.49
27,%,%,True,True,Delaware,Delaware,14,41957,19,%,41957,73.68421052631578,73.68,73.68421052631578,73.68421052631578,73.68
28,%,%,True,True,New Jersey,New Jersey,93,942292,125,%,942292,74.4,74.40,74.4,74.4,74.40
29,%,%,True,True,Virginia,Virginia,105,614516,141,%,614516,74.46808510638297,74.47,74.46808510638297,74.46808510638297,74.47
30,%,%,True,True,Illinois,Illinois,113,756590,151,%,756590,74.83443708609272,74.83,74.83443708609272,74.83443708609272,74.83
31,%,%,True,True,New Hampshire,New Hampshire,9,42740,12,%,42740,75,75.00,75,75,75.00
