,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Population)-alias,SUM(Total Psychosis Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,District of Columbia,District of Columbia,141,670050,212,%,670050,66.50943396226415,66.51,66.50943396226415,66.50943396226415,66.51
1,%,%,True,True,New Jersey,New Jersey,1604,9267130,2188,%,9267130,73.308957952468,73.31,73.308957952468,73.308957952468,73.31
2,%,%,True,True,Connecticut,Connecticut,853,3605597,1153,%,3605597,73.98091934084997,73.98,73.98091934084997,73.98091934084997,73.98
3,%,%,True,True,New York,New York,3817,19835913,5134,%,19835913,74.34748733930658,74.35,74.34748733930658,74.34748733930658,74.35
4,%,%,True,True,Mississippi,Mississippi,847,2949965,1132,%,2949965,74.82332155477032,74.82,74.82332155477032,74.82332155477032,74.82
5,%,%,True,True,California,California,8174,39237836,10899,%,39237836,74.99770621157904,75.00,74.99770621157904,74.99770621157904,75.00
6,%,%,True,True,Hawaii,Hawaii,288,1441553,379,%,1441553,75.98944591029023,75.99,75.98944591029023,75.98944591029023,75.99
7,%,%,True,True,Wisconsin,Wisconsin,1505,5895908,1974,%,5895908,76.24113475177306,76.24,76.24113475177306,76.24113475177306,76.24
8,%,%,True,True,Delaware,Delaware,353,1003384,463,%,1003384,76.24190064794817,76.24,76.24190064794817,76.24190064794817,76.24
9,%,%,True,True,Minnesota,Minnesota,1386,5707390,1813,%,5707390,76.44787644787645,76.45,76.44787644787645,76.44787644787645,76.45
10,%,%,True,True,Colorado,Colorado,1934,5812069,2522,%,5812069,76.6851704996035,76.69,76.6851704996035,76.6851704996035,76.69
11,%,%,True,True,Nebraska,Nebraska,535,1963692,694,%,1963692,77.08933717579251,77.09,77.08933717579251,77.08933717579251,77.09
12,%,%,True,True,Virginia,Virginia,2195,8642274,2847,%,8642274,77.09870038637162,77.10,77.09870038637162,77.09870038637162,77.10
13,%,%,True,True,Vermont,Vermont,193,645570,250,%,645570,77.2,77.20,77.2,77.2,77.20
14,%,%,True,True,Massachusetts,Massachusetts,1492,6984723,1932,%,6984723,77.22567287784679,77.23,77.22567287784679,77.22567287784679,77.23
15,%,%,True,True,Pennsylvania,Pennsylvania,3286,12964056,4252,%,12964056,77.28127939793038,77.28,77.28127939793038,77.28127939793038,77.28
16,%,%,True,True,Florida,Florida,5057,21781128,6541,%,21781128,77.31233756306375,77.31,77.31233756306375,77.31233756306375,77.31
17,%,%,True,True,Illinois,Illinois,2889,12671469,3734,%,12671469,77.3701124799143,77.37,77.3701124799143,77.3701124799143,77.37
18,%,%,True,True,Kentucky,Kentucky,1560,4509394,2016,%,4509394,77.38095238095238,77.38,77.38095238095238,77.38095238095238,77.38
19,%,%,True,True,Nevada,Nevada,799,3143991,1031,%,3143991,77.49757516973813,77.50,77.49757516973813,77.49757516973813,77.50
20,%,%,True,True,North Carolina,North Carolina,2607,10551162,3363,%,10551162,77.52007136485281,77.52,77.52007136485281,77.52007136485281,77.52
21,%,%,True,True,New Mexico,New Mexico,499,2115877,643,%,2115877,77.60497667185071,77.60,77.60497667185071,77.60497667185071,77.60
22,%,%,True,True,Washington,Washington,2084,7738692,2670,%,7738692,78.05243445692884,78.05,78.05243445692884,78.05243445692884,78.05
23,%,%,True,True,Maryland,Maryland,1354,6165129,1733,%,6165129,78.13040969417196,78.13,78.13040969417196,78.13040969417196,78.13
24,%,%,True,True,Michigan,Michigan,2729,10050811,3490,%,10050811,78.19484240687679,78.19,78.19484240687679,78.19484240687679,78.19
25,%,%,True,True,Alabama,Alabama,1573,5039877,2009,%,5039877,78.2976605276257,78.30,78.2976605276257,78.2976605276257,78.30
26,%,%,True,True,Arkansas,Arkansas,1098,3025891,1397,%,3025891,78.59699355762348,78.60,78.59699355762348,78.59699355762348,78.60
27,%,%,True,True,Arizona,Arizona,2125,7276316,2703,%,7276316,78.61635220125787,78.62,78.61635220125787,78.61635220125787,78.62
28,%,%,True,True,North Dakota,North Dakota,215,774948,273,%,774948,78.75457875457876,78.75,78.75457875457876,78.75457875457876,78.75
29,%,%,True,True,Indiana,Indiana,2360,6805985,2989,%,6805985,78.95617263298762,78.96,78.95617263298762,78.95617263298762,78.96
30,%,%,True,True,Rhode Island,Rhode Island,233,1095610,295,%,1095610,78.98305084745762,78.98,78.98305084745762,78.98305084745762,78.98
31,%,%,True,True,Utah,Utah,1083,3337975,1371,%,3337975,78.99343544857767,78.99,78.99343544857767,78.99343544857767,78.99
32,%,%,True,True,Louisiana,Louisiana,1070,4624047,1353,%,4624047,79.08351810790836,79.08,79.08351810790836,79.08351810790836,79.08
33,%,%,True,True,Idaho,Idaho,603,1900923,761,%,1900923,79.23784494086728,79.24,79.23784494086728,79.23784494086728,79.24
34,%,%,True,True,Georgia,Georgia,2821,10799566,3547,%,10799566,79.53199887228644,79.53,79.53199887228644,79.53199887228644,79.53
35,%,%,True,True,Missouri,Missouri,1860,6168187,2338,%,6168187,79.55517536355859,79.56,79.55517536355859,79.55517536355859,79.56
36,%,%,True,True,Iowa,Iowa,964,3193079,1210,%,3193079,79.66942148760332,79.67,79.66942148760332,79.66942148760332,79.67
37,%,%,True,True,South Dakota,South Dakota,274,895376,343,%,895376,79.88338192419825,79.88,79.88338192419825,79.88338192419825,79.88
38,%,%,True,True,Ohio,Ohio,3470,11780017,4336,%,11780017,80.02767527675276,80.03,80.02767527675276,80.02767527675276,80.03
39,%,%,True,True,Oregon,Oregon,1320,4246155,1649,%,4246155,80.04851425106125,80.05,80.04851425106125,80.04851425106125,80.05
40,%,%,True,True,Texas,Texas,7351,29527941,9178,%,29527941,80.09370233166267,80.09,80.09370233166267,80.09370233166267,80.09
41,%,%,True,True,Alaska,Alaska,351,732673,438,%,732673,80.13698630136986,80.14,80.13698630136986,80.13698630136986,80.14
42,%,%,True,True,Maine,Maine,525,1372247,654,%,1372247,80.27522935779817,80.28,80.27522935779817,80.27522935779817,80.28
43,%,%,True,True,New Hampshire,New Hampshire,354,1388992,440,%,1388992,80.45454545454545,80.45,80.45454545454545,80.45454545454545,80.45
44,%,%,True,True,South Carolina,South Carolina,1403,5190705,1743,%,5190705,80.49340218014916,80.49,80.49340218014916,80.49340218014916,80.49
45,%,%,True,True,Wyoming,Wyoming,188,578803,233,%,578803,80.68669527896995,80.69,80.68669527896995,80.68669527896995,80.69
46,%,%,True,True,Oklahoma,Oklahoma,1572,3986639,1942,%,3986639,80.94747682801236,80.95,80.94747682801236,80.94747682801236,80.95
47,%,%,True,True,Kansas,Kansas,902,2934582,1112,%,2934582,81.11510791366906,81.12,81.11510791366906,81.11510791366906,81.12
48,%,%,True,True,Tennessee,Tennessee,2224,6975218,2715,%,6975218,81.91528545119705,81.92,81.91528545119705,81.91528545119705,81.92
49,%,%,True,True,Montana,Montana,343,1104271,417,%,1104271,82.25419664268586,82.25,82.25419664268586,82.25419664268586,82.25
50,%,%,True,True,West Virginia,West Virginia,652,1782959,792,%,1782959,82.32323232323232,82.32,82.32323232323232,82.32323232323232,82.32
