,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Population)-alias,SUM(Total Psychosis Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,Maine,Maine,6,23559,9,%,23559,66.66666666666666,66.67,66.66666666666666,66.66666666666666,66.67
1,%,%,True,True,South Dakota,South Dakota,6,20987,9,%,20987,66.66666666666666,66.67,66.66666666666666,66.66666666666666,66.67
2,%,%,True,True,Delaware,Delaware,38,223935,57,%,223935,66.66666666666666,66.67,66.66666666666666,66.66666666666666,66.67
3,%,%,True,True,Hawaii,Hawaii,11,27691,16,%,27691,68.75,68.75,68.75,68.75,68.75
4,%,%,True,True,Massachusetts,Massachusetts,82,522609,118,%,522609,69.49152542372882,69.49,69.49152542372882,69.49152542372882,69.49
5,%,%,True,True,District of Columbia,District of Columbia,51,295889,73,%,295889,69.86301369863014,69.86,69.86301369863014,69.86301369863014,69.86
6,%,%,True,True,New York,New York,541,2857575,774,%,2857575,69.89664082687338,69.90,69.89664082687338,69.89664082687338,69.90
7,%,%,True,True,Connecticut,Connecticut,78,382977,108,%,382977,72.22222222222221,72.22,72.22222222222221,72.22222222222221,72.22
8,%,%,True,True,California,California,558,2200126,764,%,2200126,73.03664921465969,73.04,73.03664921465969,73.03664921465969,73.04
9,%,%,True,True,Washington,Washington,106,316727,145,%,316727,73.10344827586206,73.10,73.10344827586206,73.10344827586206,73.10
10,%,%,True,True,Alaska,Alaska,28,23681,38,%,23681,73.68421052631578,73.68,73.68421052631578,73.68421052631578,73.68
11,%,%,True,True,Illinois,Illinois,306,1791229,410,%,1791229,74.63414634146342,74.63,74.63414634146342,74.63414634146342,74.63
12,%,%,True,True,Virginia,Virginia,330,1657724,441,%,1657724,74.82993197278913,74.83,74.82993197278913,74.82993197278913,74.83
13,%,%,True,True,Mississippi,Mississippi,158,1107951,211,%,1107951,74.88151658767772,74.88,74.88151658767772,74.88151658767772,74.88
14,%,%,True,True,Oregon,Oregon,51,84565,68,%,84565,75,75.00,75,75,75.00
15,%,%,True,True,Ohio,Ohio,281,1510741,373,%,1510741,75.33512064343164,75.34,75.33512064343164,75.33512064343164,75.34
16,%,%,True,True,Florida,Florida,536,3386309,707,%,3386309,75.8132956152758,75.81,75.8132956152758,75.8132956152758,75.81
17,%,%,True,True,New Mexico,New Mexico,19,41152,25,%,41152,76,76.00,76,76,76.00
18,%,%,True,True,Kentucky,Kentucky,77,377275,101,%,377275,76.23762376237624,76.24,76.23762376237624,76.23762376237624,76.24
19,%,%,True,True,Missouri,Missouri,129,711459,169,%,711459,76.33136094674556,76.33,76.33136094674556,76.33136094674556,76.33
20,%,%,True,True,Maryland,Maryland,346,1862521,453,%,1862521,76.37969094922738,76.38,76.37969094922738,76.37969094922738,76.38
21,%,%,True,True,Louisiana,Louisiana,190,1499002,248,%,1499002,76.61290322580645,76.61,76.61290322580645,76.61290322580645,76.61
22,%,%,True,True,Pennsylvania,Pennsylvania,266,1416684,344,%,1416684,77.32558139534885,77.33,77.32558139534885,77.32558139534885,77.33
23,%,%,True,True,Tennessee,Tennessee,185,1158262,239,%,1158262,77.40585774058577,77.41,77.40585774058577,77.40585774058577,77.41
24,%,%,True,True,Texas,Texas,668,3630643,858,%,3630643,77.85547785547784,77.86,77.85547785547784,77.85547785547784,77.86
25,%,%,True,True,Georgia,Georgia,651,3451256,836,%,3451256,77.8708133971292,77.87,77.8708133971292,77.8708133971292,77.87
26,%,%,True,True,Alabama,Alabama,221,1336172,283,%,1336172,78.09187279151944,78.09,78.09187279151944,78.09187279151944,78.09
27,%,%,True,True,Utah,Utah,18,39687,23,%,39687,78.26086956521739,78.26,78.26086956521739,78.26086956521739,78.26
28,%,%,True,True,New Jersey,New Jersey,224,1205848,285,%,1205848,78.59649122807018,78.60,78.59649122807018,78.59649122807018,78.60
29,%,%,True,True,Indiana,Indiana,149,667291,189,%,667291,78.83597883597884,78.84,78.83597883597884,78.83597883597884,78.84
30,%,%,True,True,Kansas,Kansas,64,168790,81,%,168790,79.01234567901234,79.01,79.01234567901234,79.01234567901234,79.01
31,%,%,True,True,Iowa,Iowa,34,131303,43,%,131303,79.06976744186046,79.07,79.06976744186046,79.06976744186046,79.07
32,%,%,True,True,North Carolina,North Carolina,405,2248971,512,%,2248971,79.1015625,79.10,79.1015625,79.1015625,79.10
33,%,%,True,True,Michigan,Michigan,282,1383769,354,%,1383769,79.66101694915254,79.66,79.66101694915254,79.66101694915254,79.66
34,%,%,True,True,South Carolina,South Carolina,205,1352562,257,%,1352562,79.76653696498055,79.77,79.76653696498055,79.76653696498055,79.77
35,%,%,True,True,Colorado,Colorado,80,237929,100,%,237929,80,80.00,80,80,80.00
36,%,%,True,True,Arizona,Arizona,129,339424,160,%,339424,80.625,80.63,80.625,80.625,80.63
37,%,%,True,True,Wisconsin,Wisconsin,67,378263,83,%,378263,80.72289156626506,80.72,80.72289156626506,80.72289156626506,80.72
38,%,%,True,True,Rhode Island,Rhode Island,21,68125,26,%,68125,80.76923076923077,80.77,80.76923076923077,80.76923076923077,80.77
39,%,%,True,True,Minnesota,Minnesota,101,409602,125,%,409602,80.80000000000001,80.80,80.80000000000001,80.80000000000001,80.80
40,%,%,True,True,Nevada,Nevada,91,301273,111,%,301273,81.98198198198197,81.98,81.98198198198197,81.98198198198197,81.98
41,%,%,True,True,Nebraska,Nebraska,34,97729,41,%,97729,82.92682926829268,82.93,82.92682926829268,82.92682926829268,82.93
42,%,%,True,True,Arkansas,Arkansas,91,466227,107,%,466227,85.04672897196261,85.05,85.04672897196261,85.04672897196261,85.05
43,%,%,True,True,Oklahoma,Oklahoma,90,296154,103,%,296154,87.37864077669903,87.38,87.37864077669903,87.37864077669903,87.38
44,%,%,True,True,North Dakota,North Dakota,10,25870,11,%,25870,90.9090909090909,90.91,90.9090909090909,90.9090909090909,90.91
45,%,%,True,True,Idaho,Idaho,14,14597,15,%,14597,93.33333333333333,93.33,93.33333333333333,93.33333333333333,93.33
46,%,%,True,True,West Virginia,West Virginia,19,64063,20,%,64063,95,95.00,95,95,95.00
