,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Population)-alias,SUM(Total Psychosis Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,Massachusetts,Massachusetts,5,12835,8,%,12835,62.5,62.50,62.5,62.5,62.50
1,%,%,True,True,Virginia,Virginia,16,23140,24,%,23140,66.66666666666666,66.67,66.66666666666666,66.66666666666666,66.67
2,%,%,True,True,Ohio,Ohio,19,22944,27,%,22944,70.37037037037037,70.37,70.37037037037037,70.37037037037037,70.37
3,%,%,True,True,Alabama,Alabama,19,28165,26,%,28165,73.07692307692307,73.08,73.07692307692307,73.07692307692307,73.08
4,%,%,True,True,Oklahoma,Oklahoma,99,339826,135,%,339826,73.33333333333333,73.33,73.33333333333333,73.33333333333333,73.33
5,%,%,True,True,Alaska,Alaska,25,109039,33,%,109039,75.75757575757575,75.76,75.75757575757575,75.75757575757575,75.76
6,%,%,True,True,Louisiana,Louisiana,19,30358,25,%,30358,76,76.00,76,76,76.00
7,%,%,True,True,California,California,104,160861,132,%,160861,78.78787878787878,78.79,78.78787878787878,78.78787878787878,78.79
8,%,%,True,True,New York,New York,34,60197,43,%,60197,79.06976744186046,79.07,79.06976744186046,79.06976744186046,79.07
9,%,%,True,True,Kansas,Kansas,16,23301,20,%,23301,80,80.00,80,80,80.00
10,%,%,True,True,Illinois,Illinois,16,19819,20,%,19819,80,80.00,80,80,80.00
11,%,%,True,True,South Dakota,South Dakota,25,73258,31,%,73258,80.64516129032258,80.65,80.64516129032258,80.64516129032258,80.65
12,%,%,True,True,Montana,Montana,17,66192,21,%,66192,80.95238095238095,80.95,80.95238095238095,80.95238095238095,80.95
13,%,%,True,True,Utah,Utah,13,31014,16,%,31014,81.25,81.25,81.25,81.25,81.25
14,%,%,True,True,Florida,Florida,46,55453,56,%,55453,82.14285714285714,82.14,82.14285714285714,82.14285714285714,82.14
15,%,%,True,True,Colorado,Colorado,23,37197,28,%,37197,82.14285714285714,82.14,82.14285714285714,82.14285714285714,82.14
16,%,%,True,True,Texas,Texas,87,96976,105,%,96976,82.85714285714286,82.86,82.85714285714286,82.85714285714286,82.86
17,%,%,True,True,Arizona,Arizona,59,279130,71,%,279130,83.09859154929578,83.10,83.09859154929578,83.09859154929578,83.10
18,%,%,True,True,Pennsylvania,Pennsylvania,21,19021,25,%,19021,84,84.00,84,84,84.00
19,%,%,True,True,New Mexico,New Mexico,24,186151,28,%,186151,85.71428571428571,85.71,85.71428571428571,85.71428571428571,85.71
20,%,%,True,True,Connecticut,Connecticut,6,8111,7,%,8111,85.71428571428571,85.71,85.71428571428571,85.71428571428571,85.71
21,%,%,True,True,Georgia,Georgia,20,24975,23,%,24975,86.95652173913044,86.96,86.95652173913044,86.95652173913044,86.96
22,%,%,True,True,Wisconsin,Wisconsin,28,52520,32,%,52520,87.5,87.50,87.5,87.5,87.50
23,%,%,True,True,Minnesota,Minnesota,35,60687,40,%,60687,87.5,87.50,87.5,87.5,87.50
24,%,%,True,True,Washington,Washington,55,95740,62,%,95740,88.70967741935483,88.71,88.70967741935483,88.70967741935483,88.71
25,%,%,True,True,Missouri,Missouri,24,27135,27,%,27135,88.88888888888889,88.89,88.88888888888889,88.88888888888889,88.89
26,%,%,True,True,North Carolina,North Carolina,42,115825,47,%,115825,89.36170212765957,89.36,89.36170212765957,89.36170212765957,89.36
27,%,%,True,True,Oregon,Oregon,43,46873,48,%,46873,89.58333333333334,89.58,89.58333333333334,89.58333333333334,89.58
28,%,%,True,True,Michigan,Michigan,35,57651,39,%,57651,89.74358974358975,89.74,89.74358974358975,89.74358974358975,89.74
29,%,%,True,True,Idaho,Idaho,9,20059,10,%,20059,90,90.00,90,90,90.00
30,%,%,True,True,Arkansas,Arkansas,9,23903,10,%,23903,90,90.00,90,90,90.00
31,%,%,True,True,North Dakota,North Dakota,18,40207,20,%,40207,90,90.00,90,90,90.00
32,%,%,True,True,Wyoming,Wyoming,11,12146,12,%,12146,91.66666666666666,91.67,91.66666666666666,91.66666666666666,91.67
33,%,%,True,True,South Carolina,South Carolina,11,19363,12,%,19363,91.66666666666666,91.67,91.66666666666666,91.66666666666666,91.67
34,%,%,True,True,Iowa,Iowa,11,9836,12,%,9836,91.66666666666666,91.67,91.66666666666666,91.66666666666666,91.67
35,%,%,True,True,Tennessee,Tennessee,23,19841,25,%,19841,92,92.00,92,92,92.00
36,%,%,True,True,Nevada,Nevada,24,26502,26,%,26502,92.3076923076923,92.31,92.3076923076923,92.3076923076923,92.31
37,%,%,True,True,Indiana,Indiana,26,15815,28,%,15815,92.85714285714286,92.86,92.85714285714286,92.85714285714286,92.86
38,%,%,True,True,Kentucky,Kentucky,16,9313,17,%,9313,94.11764705882352,94.12,94.11764705882352,94.11764705882352,94.12
39,%,%,True,True,Maine,Maine,14,8892,14,%,8892,100,100.00,100,100,100.00
40,%,%,True,True,Mississippi,Mississippi,8,14992,8,%,14992,100,100.00,100,100,100.00
41,%,%,True,True,Maryland,Maryland,14,14865,14,%,14865,100,100.00,100,100,100.00
42,%,%,True,True,Nebraska,Nebraska,12,16418,12,%,16418,100,100.00,100,100,100.00
43,%,%,True,True,New Jersey,New Jersey,10,14320,10,%,14320,100,100.00,100,100,100.00
