,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Positive Severe Depression)-alias,SUM(Total Depression Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(TOTAL Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,District of Columbia,District of Columbia,323,1197,%,670050,26.984126984126984,26.98,26.984126984126984,26.984126984126984,26.98
1,%,%,True,True,Rhode Island,Rhode Island,342,1183,%,1095610,28.909551986475062,28.91,28.909551986475062,28.909551986475062,28.91
2,%,%,True,True,Minnesota,Minnesota,2311,7832,%,5707390,29.50715015321757,29.51,29.50715015321757,29.50715015321757,29.51
3,%,%,True,True,Massachusetts,Massachusetts,2487,8427,%,6984723,29.5122819508722,29.51,29.5122819508722,29.5122819508722,29.51
4,%,%,True,True,Hawaii,Hawaii,780,2630,%,1441553,29.65779467680608,29.66,29.65779467680608,29.65779467680608,29.66
5,%,%,True,True,Maryland,Maryland,2256,7574,%,6165129,29.786110377607606,29.79,29.786110377607606,29.786110377607606,29.79
6,%,%,True,True,Vermont,Vermont,271,901,%,645570,30.077691453940066,30.08,30.077691453940066,30.077691453940066,30.08
7,%,%,True,True,Connecticut,Connecticut,1431,4733,%,3605597,30.23452355799704,30.23,30.23452355799704,30.23452355799704,30.23
8,%,%,True,True,New Jersey,New Jersey,3296,10842,%,9267130,30.400295148496586,30.40,30.400295148496586,30.400295148496586,30.40
9,%,%,True,True,New York,New York,7641,24953,%,19835913,30.62156854887188,30.62,30.62156854887188,30.62156854887188,30.62
10,%,%,True,True,Wisconsin,Wisconsin,2568,8289,%,5895908,30.980817951501994,30.98,30.980817951501994,30.980817951501994,30.98
11,%,%,True,True,California,California,16096,51945,%,39237836,30.986620463952256,30.99,30.986620463952256,30.986620463952256,30.99
12,%,%,True,True,Virginia,Virginia,3764,12060,%,8642274,31.210613598673298,31.21,31.210613598673298,31.210613598673298,31.21
13,%,%,True,True,Nebraska,Nebraska,891,2848,%,1963692,31.28511235955056,31.29,31.28511235955056,31.28511235955056,31.29
14,%,%,True,True,Pennsylvania,Pennsylvania,5146,16165,%,12964056,31.834209712341476,31.83,31.834209712341476,31.834209712341476,31.83
15,%,%,True,True,Illinois,Illinois,5263,16508,%,12671469,31.881511994184635,31.88,31.881511994184635,31.881511994184635,31.88
16,%,%,True,True,Delaware,Delaware,558,1746,%,1003384,31.958762886597935,31.96,31.958762886597935,31.958762886597935,31.96
17,%,%,True,True,Oregon,Oregon,1912,5975,%,4246155,32,32.00,32,32,32.00
18,%,%,True,True,Colorado,Colorado,2986,9287,%,5812069,32.15247119629589,32.15,32.15247119629589,32.15247119629589,32.15
19,%,%,True,True,North Carolina,North Carolina,4012,12442,%,10551162,32.24561967529336,32.25,32.24561967529336,32.24561967529336,32.25
20,%,%,True,True,Alaska,Alaska,730,2250,%,732673,32.44444444444444,32.44,32.44444444444444,32.44444444444444,32.44
21,%,%,True,True,Wyoming,Wyoming,341,1050,%,578803,32.476190476190474,32.48,32.476190476190474,32.476190476190474,32.48
22,%,%,True,True,Washington,Washington,3551,10913,%,7738692,32.53917346284248,32.54,32.53917346284248,32.53917346284248,32.54
23,%,%,True,True,Kansas,Kansas,1412,4337,%,2934582,32.55706709707171,32.56,32.55706709707171,32.55706709707171,32.56
24,%,%,True,True,New Hampshire,New Hampshire,593,1801,%,1388992,32.92615213770127,32.93,32.92615213770127,32.92615213770127,32.93
25,%,%,True,True,Utah,Utah,1893,5724,%,3337975,33.07127882599581,33.07,33.07127882599581,33.07127882599581,33.07
26,%,%,True,True,Michigan,Michigan,4371,13187,%,10050811,33.14628042769394,33.15,33.14628042769394,33.14628042769394,33.15
27,%,%,True,True,Ohio,Ohio,5344,15882,%,11780017,33.648155144188394,33.65,33.648155144188394,33.648155144188394,33.65
28,%,%,True,True,Missouri,Missouri,2682,7935,%,6168187,33.79962192816635,33.80,33.79962192816635,33.79962192816635,33.80
