,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Positive Severe Depression)-alias,SUM(Total Depression Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(TOTAL Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,District of Columbia,District of Columbia,106,489,%,249751,21.676891615541923,21.68,21.676891615541923,21.676891615541923,21.68
1,%,%,True,True,New Jersey,New Jersey,1396,5259,%,4960795,26.544970526716106,26.54,26.544970526716106,26.544970526716106,26.54
2,%,%,True,True,Connecticut,Connecticut,837,3057,%,2330326,27.379784102060846,27.38,27.379784102060846,27.379784102060846,27.38
3,%,%,True,True,Rhode Island,Rhode Island,238,853,%,771405,27.90152403282532,27.90,27.90152403282532,27.90152403282532,27.90
4,%,%,True,True,Minnesota,Minnesota,1812,6454,%,4458035,28.075612023551287,28.08,28.075612023551287,28.075612023551287,28.08
5,%,%,True,True,Massachusetts,Massachusetts,1582,5627,%,4894728,28.114448196196907,28.11,28.114448196196907,28.114448196196907,28.11
6,%,%,True,True,Nebraska,Nebraska,653,2321,%,1519341,28.13442481688927,28.13,28.13442481688927,28.13442481688927,28.13
7,%,%,True,True,Wisconsin,Wisconsin,1858,6574,%,4727246,28.2628536659568,28.26,28.2628536659568,28.2628536659568,28.26
8,%,%,True,True,Maryland,Maryland,1108,3810,%,3020582,29.08136482939633,29.08,29.08136482939633,29.08136482939633,29.08
9,%,%,True,True,Delaware,Delaware,291,990,%,608053,29.393939393939394,29.39,29.393939393939394,29.393939393939394,29.39
10,%,%,True,True,New York,New York,3540,11980,%,10858889,29.549248747913186,29.55,29.549248747913186,29.549248747913186,29.55
11,%,%,True,True,Illinois,Illinois,2906,9721,%,7597266,29.894043822651987,29.89,29.894043822651987,29.894043822651987,29.89
12,%,%,True,True,Iowa,Iowa,1219,4029,%,2685614,30.255646562422438,30.26,30.255646562422438,30.255646562422438,30.26
13,%,%,True,True,California,California,5000,16460,%,13815325,30.376670716889432,30.38,30.376670716889432,30.376670716889432,30.38
14,%,%,True,True,Hawaii,Hawaii,170,557,%,308195,30.520646319569124,30.52,30.520646319569124,30.520646319569124,30.52
15,%,%,True,True,North Carolina,North Carolina,2676,8631,%,6528578,31.00451859575947,31.00,31.00451859575947,31.00451859575947,31.00
16,%,%,True,True,Virginia,Virginia,2242,7227,%,5213717,31.02255431022554,31.02,31.02255431022554,31.02255431022554,31.02
17,%,%,True,True,Vermont,Vermont,230,741,%,595151,31.039136302294196,31.04,31.039136302294196,31.039136302294196,31.04
18,%,%,True,True,North Dakota,North Dakota,263,846,%,644623,31.087470449172578,31.09,31.087470449172578,31.087470449172578,31.09
19,%,%,True,True,Pennsylvania,Pennsylvania,3882,12455,%,9701126,31.1682055399438,31.17,31.1682055399438,31.1682055399438,31.17
20,%,%,True,True,New Hampshire,New Hampshire,487,1555,%,1238184,31.318327974276528,31.32,31.318327974276528,31.318327974276528,31.32
21,%,%,True,True,Utah,Utah,1481,4707,%,2577888,31.46377735287869,31.46,31.46377735287869,31.46377735287869,31.46
22,%,%,True,True,Colorado,Colorado,1934,6141,%,3893018,31.493242142973454,31.49,31.493242142973454,31.493242142973454,31.49
23,%,%,True,True,Washington,Washington,2185,6933,%,5111255,31.5159382662628,31.52,31.5159382662628,31.5159382662628,31.52
24,%,%,True,True,New Mexico,New Mexico,288,907,%,759740,31.75303197353914,31.75,31.75303197353914,31.75303197353914,31.75
25,%,%,True,True,Wyoming,Wyoming,225,707,%,482320,31.824611032531823,31.82,31.824611032531823,31.824611032531823,31.82
26,%,%,True,True,Maine,Maine,547,1709,%,1269535,32.00702165008777,32.01,32.00702165008777,32.00702165008777,32.01
27,%,%,True,True,Michigan,Michigan,3242,10102,%,7462582,32.09265491981786,32.09,32.09265491981786,32.09265491981786,32.09
28,%,%,True,True,Indiana,Indiana,2715,8435,%,5276416,32.18731475992887,32.19,32.18731475992887,32.18731475992887,32.19
29,%,%,True,True,South Dakota,South Dakota,311,959,%,723678,32.429614181439,32.43,32.429614181439,32.429614181439,32.43
30,%,%,True,True,South Carolina,South Carolina,1456,4450,%,3290272,32.71910112359551,32.72,32.71910112359551,32.71910112359551,32.72
31,%,%,True,True,Arizona,Arizona,1746,5323,%,3872615,32.80105203832425,32.80,32.80105203832425,32.80105203832425,32.80
32,%,%,True,True,Ohio,Ohio,4233,12816,%,9149813,33.02902621722846,33.03,33.02902621722846,33.02902621722846,33.03
33,%,%,True,True,Missouri,Missouri,2114,6391,%,4854359,33.07776560788609,33.08,33.07776560788609,33.07776560788609,33.08
34,%,%,True,True,Texas,Texas,5419,16380,%,11885058,33.08302808302808,33.08,33.08302808302808,33.08302808302808,33.08
35,%,%,True,True,Georgia,Georgia,2494,7535,%,5510193,33.09887193098872,33.10,33.09887193098872,33.09887193098872,33.10
36,%,%,True,True,Oregon,Oregon,1446,4342,%,3148080,33.302625518194375,33.30,33.302625518194375,33.302625518194375,33.30
37,%,%,True,True,Kansas,Kansas,1038,3111,%,2192217,33.365477338476374,33.37,33.365477338476374,33.365477338476374,33.37
38,%,%,True,True,Florida,Florida,4354,12990,%,11467951,33.518090839107,33.52,33.518090839107,33.518090839107,33.52
39,%,%,True,True,Alaska,Alaska,297,884,%,434746,33.59728506787331,33.60,33.59728506787331,33.59728506787331,33.60
40,%,%,True,True,Louisiana,Louisiana,921,2740,%,2676273,33.613138686131386,33.61,33.613138686131386,33.613138686131386,33.61
41,%,%,True,True,Montana,Montana,414,1215,%,943656,34.074074074074076,34.07,34.074074074074076,34.074074074074076,34.07
42,%,%,True,True,Nevada,Nevada,597,1742,%,1464563,34.27095292766935,34.27,34.27095292766935,34.27095292766935,34.27
43,%,%,True,True,Oklahoma,Oklahoma,1300,3710,%,2544785,35.04043126684636,35.04,35.04043126684636,35.04043126684636,35.04
44,%,%,True,True,Kentucky,Kentucky,1854,5283,%,3765843,35.09369676320272,35.09,35.09369676320272,35.09369676320272,35.09
45,%,%,True,True,Alabama,Alabama,1635,4635,%,3269726,35.275080906148865,35.28,35.275080906148865,35.275080906148865,35.28
46,%,%,True,True,Tennessee,Tennessee,2708,7649,%,5097174,35.40332069551575,35.40,35.40332069551575,35.40332069551575,35.40
47,%,%,True,True,Mississippi,Mississippi,1011,2813,%,1652517,35.94027728403839,35.94,35.94027728403839,35.94027728403839,35.94
48,%,%,True,True,Idaho,Idaho,837,2312,%,1541463,36.202422145328725,36.20,36.202422145328725,36.202422145328725,36.20
49,%,%,True,True,Arkansas,Arkansas,1158,3134,%,2156694,36.94958519463944,36.95,36.94958519463944,36.94958519463944,36.95
50,%,%,True,True,West Virginia,West Virginia,835,2241,%,1632071,37.26015171798304,37.26,37.26015171798304,37.26015171798304,37.26
