Site_Count,state,county
1,,
6,,
4,22,005
3,22,007
12,22,009
4,22,011
2,22,013
2,22,015
18,22,017
3,22,019
3,22,025
2,22,027
3,22,029
5,22,031
45,22,033
2,22,035
6,22,037
4,22,039
4,22,041
10,22,043
4,22,045
14,22,047
1,22,049
42,22,051
1,22,053
4,22,059
5,22,055
3,22,057
3,22,061
7,22,063
1,22,065
8,22,067
6,22,069
73,22,071
17,22,073
3,22,075
14,22,077
46,22,079
9,22,083
2,22,085
21,22,105
6,22,107
7,22,109
3,22,111
7,22,113
2,22,115
4,22,117
3,22,119
3,22,121
2,22,125
9,22,127
