Site_Count,state,county
12,02,013
12,02,016
20,02,020
63,02,050
7,02,060
2,02,068
23,02,070
6,02,090
6,02,100
12,02,105
7,02,110
20,02,122
4,02,130
19,02,150
29,02,158
21,02,164
16,02,170
33,02,180
9,02,185
26,02,188
2,02,195
23,02,198
4,02,220
1,02,230
15,02,240
20,,
8,02,275
4,02,282
65,02,290
