Site_Count,state,county
1,38,003
2,38,005
1,38,009
1,38,011
2,38,013
5,38,015
5,38,017
1,38,019
4,38,025
1,38,029
5,38,035
1,38,039
1,38,045
1,38,047
2,38,051
1,38,053
5,38,055
6,38,057
3,38,061
1,38,065
2,38,067
1,38,069
1,38,077
5,38,079
1,38,083
3,38,085
2,38,093
1,38,095
2,38,099
4,38,101
4,38,105
