Site_Count,state,county
1,27,001
2,27,003
3,27,005
8,27,007
1,27,011
1,27,013
2,27,017
7,27,021
1,27,025
3,27,027
2,27,029
1,27,031
2,27,033
1,27,035
1,27,037
1,27,049
44,27,053
4,27,061
2,27,063
1,27,067
2,27,069
5,27,071
3,27,073
3,27,083
3,27,087
1,27,089
4,27,095
2,27,097
2,27,101
3,27,103
1,27,105
2,27,107
2,27,109
2,27,111
2,27,115
1,27,121
22,27,123
1,27,125
3,27,127
1,27,131
3,27,139
1,27,141
4,27,143
3,27,145
1,27,149
1,27,151
5,27,153
1,27,157
3,27,159
1,27,161
1,27,163
1,27,173
