Site_Count,state,county
21,23,001
30,23,003
36,23,005
5,23,007
7,23,009
9,23,011
8,23,013
4,23,015
9,23,017
45,23,019
12,23,021
1,23,023
5,23,025
6,23,027
13,23,029
4,23,031
