Site_Count,state,county
1,31,019
2,31,025
1,31,031
1,31,033
1,31,035
1,31,037
1,31,039
1,31,041
1,31,043
2,31,047
40,31,055
2,31,067
1,31,073
11,31,079
2,31,089
1,31,095
1,31,107
3,31,109
1,31,119
1,31,121
2,31,123
1,31,125
1,31,129
1,31,137
1,31,141
2,31,147
2,31,153
1,31,155
1,31,157
1,31,161
2,31,169
2,31,173
