Site_Count,state,county
5,24,001
7,24,003
34,,
3,24,005
16,24,011
1,24,015
2,24,017
4,24,019
2,24,021
3,24,023
1,24,025
3,24,027
4,24,029
14,24,031
15,24,033
4,24,035
4,24,039
12,24,041
8,24,043
14,24,045
4,24,047
