Site_Count,state,county
3,49,003
5,49,005
5,49,007
2,49,011
1,49,015
7,49,017
4,49,021
2,49,027
1,49,031
1,49,033
18,49,035
14,49,037
1,49,039
3,49,041
2,49,045
3,49,047
6,49,049
7,49,053
4,49,055
6,49,057
