,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,District of Columbia,District of Columbia,114,464,%,249751,24.568965517241377,24.57,24.568965517241377,24.568965517241377,24.57
1,%,%,True,True,New Jersey,New Jersey,1432,5025,%,4960795,28.497512437810947,28.50,28.497512437810947,28.497512437810947,28.50
2,%,%,True,True,Maryland,Maryland,930,3248,%,3020582,28.633004926108374,28.63,28.633004926108374,28.633004926108374,28.63
3,%,%,True,True,Nebraska,Nebraska,585,2019,%,1519341,28.97473997028232,28.97,28.97473997028232,28.97473997028232,28.97
4,%,%,True,True,Massachusetts,Massachusetts,1543,5284,%,4894728,29.201362604087812,29.20,29.201362604087812,29.201362604087812,29.20
5,%,%,True,True,Connecticut,Connecticut,804,2732,%,2330326,29.428989751098094,29.43,29.428989751098094,29.428989751098094,29.43
6,%,%,True,True,Rhode Island,Rhode Island,220,742,%,771405,29.649595687331537,29.65,29.649595687331537,29.649595687331537,29.65
7,%,%,True,True,New York,New York,3523,11819,%,10858889,29.807936373635673,29.81,29.807936373635673,29.807936373635673,29.81
8,%,%,True,True,Minnesota,Minnesota,1661,5510,%,4458035,30.14519056261343,30.15,30.14519056261343,30.14519056261343,30.15
9,%,%,True,True,Wisconsin,Wisconsin,1860,6147,%,4727246,30.258662762323084,30.26,30.258662762323084,30.258662762323084,30.26
10,%,%,True,True,Illinois,Illinois,2763,8991,%,7597266,30.73073073073073,30.73,30.73073073073073,30.73073073073073,30.73
11,%,%,True,True,Oregon,Oregon,1226,3983,%,3148080,30.780818478533767,30.78,30.780818478533767,30.780818478533767,30.78
12,%,%,True,True,California,California,4890,15785,%,13815325,30.978777320240734,30.98,30.978777320240734,30.978777320240734,30.98
13,%,%,True,True,Pennsylvania,Pennsylvania,3519,11280,%,9701126,31.196808510638295,31.20,31.196808510638295,31.196808510638295,31.20
14,%,%,True,True,North Carolina,North Carolina,2273,7272,%,6528578,31.25687568756876,31.26,31.25687568756876,31.25687568756876,31.26
15,%,%,True,True,Virginia,Virginia,2085,6661,%,5213717,31.3016063654106,31.30,31.3016063654106,31.3016063654106,31.30
16,%,%,True,True,Kansas,Kansas,941,2966,%,2192217,31.726230613621038,31.73,31.726230613621038,31.726230613621038,31.73
17,%,%,True,True,Florida,Florida,3886,12187,%,11467951,31.88643636662017,31.89,31.88643636662017,31.88643636662017,31.89
18,%,%,True,True,Maine,Maine,500,1563,%,1269535,31.98976327575176,31.99,31.98976327575176,31.98976327575176,31.99
19,%,%,True,True,Mississippi,Mississippi,707,2210,%,1652517,31.99095022624434,31.99,31.99095022624434,31.99095022624434,31.99
20,%,%,True,True,Vermont,Vermont,224,700,%,595151,32,32.00,32,32,32.00
21,%,%,True,True,Delaware,Delaware,280,874,%,608053,32.036613272311214,32.04,32.036613272311214,32.036613272311214,32.04
22,%,%,True,True,Colorado,Colorado,1787,5576,%,3893018,32.0480631276901,32.05,32.0480631276901,32.0480631276901,32.05
23,%,%,True,True,Wyoming,Wyoming,221,689,%,482320,32.075471698113205,32.08,32.075471698113205,32.075471698113205,32.08
24,%,%,True,True,Indiana,Indiana,2532,7840,%,5276416,32.295918367346935,32.30,32.295918367346935,32.295918367346935,32.30
25,%,%,True,True,Texas,Texas,4828,14927,%,11885058,32.34407449587995,32.34,32.34407449587995,32.34407449587995,32.34
