,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,Maine,Maine,18,59,%,23559,30.508474576271187,30.51,30.508474576271187,30.508474576271187,30.51
1,%,%,True,True,Oklahoma,Oklahoma,119,368,%,296154,32.33695652173913,32.34,32.33695652173913,32.33695652173913,32.34
2,%,%,True,True,Maryland,Maryland,736,2187,%,1862521,33.653406492912666,33.65,33.653406492912666,33.653406492912666,33.65
3,%,%,True,True,North Carolina,North Carolina,769,2277,%,2248971,33.77250768555116,33.77,33.77250768555116,33.77250768555116,33.77
4,%,%,True,True,Rhode Island,Rhode Island,25,73,%,68125,34.24657534246575,34.25,34.24657534246575,34.24657534246575,34.25
5,%,%,True,True,Mississippi,Mississippi,349,1016,%,1107951,34.3503937007874,34.35,34.3503937007874,34.3503937007874,34.35
6,%,%,True,True,Virginia,Virginia,677,1947,%,1657724,34.771443246019516,34.77,34.771443246019516,34.771443246019516,34.77
7,%,%,True,True,New York,New York,1081,3088,%,2857575,35.00647668393783,35.01,35.00647668393783,35.00647668393783,35.01
8,%,%,True,True,Nebraska,Nebraska,45,128,%,97729,35.15625,35.16,35.15625,35.15625,35.16
9,%,%,True,True,District of Columbia,District of Columbia,115,327,%,295889,35.16819571865443,35.17,35.16819571865443,35.16819571865443,35.17
10,%,%,True,True,Washington,Washington,164,464,%,316727,35.3448275862069,35.34,35.3448275862069,35.3448275862069,35.34
11,%,%,True,True,Tennessee,Tennessee,391,1105,%,1158262,35.38461538461539,35.38,35.38461538461539,35.38461538461539,35.38
12,%,%,True,True,Arkansas,Arkansas,156,439,%,466227,35.53530751708428,35.54,35.53530751708428,35.53530751708428,35.54
13,%,%,True,True,Ohio,Ohio,551,1536,%,1510741,35.87239583333333,35.87,35.87239583333333,35.87239583333333,35.87
14,%,%,True,True,South Carolina,South Carolina,450,1249,%,1352562,36.028823058446754,36.03,36.028823058446754,36.028823058446754,36.03
15,%,%,True,True,Missouri,Missouri,290,801,%,711459,36.20474406991261,36.20,36.20474406991261,36.20474406991261,36.20
16,%,%,True,True,California,California,1021,2810,%,2200126,36.33451957295374,36.33,36.33451957295374,36.33451957295374,36.33
17,%,%,True,True,Kansas,Kansas,97,266,%,168790,36.46616541353384,36.47,36.46616541353384,36.46616541353384,36.47
18,%,%,True,True,Kentucky,Kentucky,148,405,%,377275,36.54320987654321,36.54,36.54320987654321,36.54320987654321,36.54
19,%,%,True,True,South Dakota,South Dakota,15,41,%,20987,36.58536585365854,36.59,36.58536585365854,36.58536585365854,36.59
