,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Change KPI Title with Measure-value,Change KPI Title with Measure-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%null%,%null%,Total # Scoring with Severe Depression per 100K,Total # Scoring with Severe Depression per 100K,155.8
