,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(Total Count of Reported Special Populations)-alias,SUM(Total Population)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,Hawaii,Hawaii,1017,4684,1441553,1441553,21.71221178479932,21.71,21.71221178479932,21.71221178479932,21.71
1,%,%,True,True,New Jersey,New Jersey,5023,21109,9267130,9267130,23.795537448481692,23.80,23.795537448481692,23.795537448481692,23.80
2,%,%,True,True,Alaska,Alaska,1278,5232,732673,732673,24.426605504587158,24.43,24.426605504587158,24.426605504587158,24.43
3,%,%,True,True,California,California,25049,101120,39237836,39237836,24.771558544303797,24.77,24.771558544303797,24.771558544303797,24.77
4,%,%,True,True,New York,New York,12488,48564,19835913,19835913,25.714521044395028,25.71,25.714521044395028,25.714521044395028,25.71
5,%,%,True,True,Maryland,Maryland,3973,15211,6165129,6165129,26.119255801722435,26.12,26.119255801722435,26.119255801722435,26.12
6,%,%,True,True,Delaware,Delaware,925,3485,1003384,1003384,26.54232424677188,26.54,26.54232424677188,26.54232424677188,26.54
7,%,%,True,True,Connecticut,Connecticut,2620,9865,3605597,3605597,26.558540293968573,26.56,26.558540293968573,26.558540293968573,26.56
8,%,%,True,True,Rhode Island,Rhode Island,715,2605,1095610,1095610,27.447216890595012,27.45,27.447216890595012,27.447216890595012,27.45
9,%,%,True,True,Alabama,Alabama,4520,16424,5039877,5039877,27.52070141256697,27.52,27.52070141256697,27.52070141256697,27.52
10,%,%,True,True,Georgia,Georgia,7800,28209,10799566,10799566,27.650749760714668,27.65,27.650749760714668,27.650749760714668,27.65
11,%,%,True,True,Illinois,Illinois,8803,31663,12671469,12671469,27.802166566655085,27.80,27.802166566655085,27.802166566655085,27.80
12,%,%,True,True,Texas,Texas,20164,72441,29527941,29527941,27.835065777667346,27.84,27.835065777667346,27.835065777667346,27.84
13,%,%,True,True,Florida,Florida,13999,50008,21781128,21781128,27.99352103663414,27.99,27.99352103663414,27.99352103663414,27.99
14,%,%,True,True,Virginia,Virginia,6740,23803,8642274,8642274,28.31575851783389,28.32,28.31575851783389,28.31575851783389,28.32
15,%,%,True,True,Utah,Utah,3244,11452,3337975,3337975,28.326929793922456,28.33,28.326929793922456,28.326929793922456,28.33
16,%,%,True,True,Arizona,Arizona,6492,22745,7276316,7276316,28.542536821279402,28.54,28.542536821279402,28.542536821279402,28.54
17,%,%,True,True,District of Columbia,District of Columbia,600,2101,670050,670050,28.557829604950026,28.56,28.557829604950026,28.557829604950026,28.56
18,%,%,True,True,North Carolina,North Carolina,7245,24886,10551162,10551162,29.112754158964883,29.11,29.112754158964883,29.112754158964883,29.11
