,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(Total Count of Reported Special Populations)-alias,SUM(Total Population)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,Hawaii,Hawaii,65,308,160134,160134,21.1038961038961,21.10,21.1038961038961,21.1038961038961,21.10
1,%,%,True,True,Maryland,Maryland,378,1781,684437,684437,21.224031443009544,21.22,21.224031443009544,21.224031443009544,21.22
2,%,%,True,True,Georgia,Georgia,654,2976,1104836,1104836,21.975806451612904,21.98,21.975806451612904,21.975806451612904,21.98
3,%,%,True,True,Illinois,Illinois,1467,6442,2282133,2282133,22.77243092207389,22.77,22.77243092207389,22.77243092207389,22.77
4,%,%,True,True,Florida,Florida,3006,13161,5830908,5830908,22.84020971050832,22.84,22.84020971050832,22.84020971050832,22.84
5,%,%,True,True,New Jersey,New Jersey,1086,4746,1991638,1991638,22.88242730720607,22.88,22.88242730720607,22.88242730720607,22.88
6,%,%,True,True,California,California,8622,37398,15754605,15754605,23.054708807957645,23.05,23.054708807957645,23.054708807957645,23.05
7,%,%,True,True,Virginia,Virginia,615,2663,882402,882402,23.094254600075104,23.09,23.094254600075104,23.094254600075104,23.09
8,%,%,True,True,Rhode Island,Rhode Island,93,389,187776,187776,23.90745501285347,23.91,23.90745501285347,23.90745501285347,23.91
9,%,%,True,True,Delaware,Delaware,87,359,101213,101213,24.233983286908078,24.23,24.233983286908078,24.233983286908078,24.23
10,%,%,True,True,New York,New York,2057,8418,3868268,3868268,24.435732953195533,24.44,24.435732953195533,24.435732953195533,24.44
11,%,%,True,True,Nevada,Nevada,549,2244,940757,940757,24.46524064171123,24.47,24.46524064171123,24.46524064171123,24.47
12,%,%,True,True,Texas,Texas,6860,27937,11857401,11857401,24.555249310949637,24.56,24.555249310949637,24.555249310949637,24.56
13,%,%,True,True,District of Columbia,District of Columbia,60,242,76919,76919,24.793388429752067,24.79,24.793388429752067,24.793388429752067,24.79
14,%,%,True,True,Alabama,Alabama,214,857,241168,241168,24.970828471411902,24.97,24.970828471411902,24.970828471411902,24.97
15,%,%,True,True,Alaska,Alaska,77,300,54732,54732,25.666666666666664,25.67,25.666666666666664,25.666666666666664,25.67
16,%,%,True,True,Kansas,Kansas,282,1085,374093,374093,25.990783410138246,25.99,25.990783410138246,25.990783410138246,25.99
17,%,%,True,True,North Carolina,North Carolina,699,2668,1078224,1078224,26.199400299850073,26.20,26.199400299850073,26.199400299850073,26.20
18,%,%,True,True,Wisconsin,Wisconsin,360,1341,442517,442517,26.845637583892618,26.85,26.845637583892618,26.845637583892618,26.85
19,%,%,True,True,Nebraska,Nebraska,174,640,235669,235669,27.187499999999996,27.19,27.187499999999996,27.187499999999996,27.19
20,%,%,True,True,Massachusetts,Massachusetts,638,2319,897349,897349,27.51185855972402,27.51,27.51185855972402,27.51185855972402,27.51
21,%,%,True,True,Arkansas,Arkansas,232,842,251277,251277,27.55344418052256,27.55,27.55344418052256,27.55344418052256,27.55
22,%,%,True,True,Minnesota,Minnesota,294,1061,333474,333474,27.70970782280867,27.71,27.70970782280867,27.70970782280867,27.71
23,%,%,True,True,Mississippi,Mississippi,80,287,102936,102936,27.874564459930312,27.87,27.874564459930312,27.874564459930312,27.87
24,%,%,True,True,Connecticut,Connecticut,489,1744,637112,637112,28.038990825688074,28.04,28.038990825688074,28.038990825688074,28.04
25,%,%,True,True,Arizona,Arizona,1524,5406,2351122,2351122,28.190899001109877,28.19,28.190899001109877,28.190899001109877,28.19
26,%,%,True,True,Utah,Utah,436,1535,493636,493636,28.403908794788276,28.40,28.403908794788276,28.403908794788276,28.40
27,%,%,True,True,Tennessee,Tennessee,319,1120,425839,425839,28.482142857142854,28.48,28.482142857142854,28.482142857142854,28.48
28,%,%,True,True,Indiana,Indiana,467,1612,522944,522944,28.970223325062033,28.97,28.970223325062033,28.970223325062033,28.97
29,%,%,True,True,Washington,Washington,773,2666,1059156,1059156,28.994748687171796,28.99,28.994748687171796,28.994748687171796,28.99
30,%,%,True,True,Vermont,Vermont,17,58,14384,14384,29.310344827586203,29.31,29.310344827586203,29.310344827586203,29.31
31,%,%,True,True,Idaho,Idaho,207,701,251919,251919,29.529243937232525,29.53,29.529243937232525,29.529243937232525,29.53
32,%,%,True,True,South Carolina,South Carolina,252,847,330096,330096,29.75206611570248,29.75,29.75206611570248,29.75206611570248,29.75
33,%,%,True,True,Kentucky,Kentucky,177,581,187984,187984,30.46471600688468,30.46,30.46471600688468,30.46471600688468,30.46
34,%,%,True,True,Missouri,Missouri,278,911,287125,287125,30.515916575192097,30.52,30.515916575192097,30.515916575192097,30.52
35,%,%,True,True,Pennsylvania,Pennsylvania,828,2686,1084634,1084634,30.8265078183172,30.83,30.8265078183172,30.8265078183172,30.83
36,%,%,True,True,Iowa,Iowa,221,708,215119,215119,31.21468926553672,31.21,31.21468926553672,31.21468926553672,31.21
37,%,%,True,True,Louisiana,Louisiana,183,585,258338,258338,31.28205128205128,31.28,31.28205128205128,31.28205128205128,31.28
38,%,%,True,True,Michigan,Michigan,527,1669,561587,561587,31.57579388855602,31.58,31.57579388855602,31.57579388855602,31.58
39,%,%,True,True,Oklahoma,Oklahoma,356,1125,467249,467249,31.644444444444442,31.64,31.644444444444442,31.644444444444442,31.64
40,%,%,True,True,Colorado,Colorado,1256,3926,1293214,1293214,31.99184921039226,31.99,31.99184921039226,31.99184921039226,31.99
41,%,%,True,True,Ohio,Ohio,496,1542,508643,508643,32.16601815823606,32.17,32.16601815823606,32.16601815823606,32.17
