,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(Total Count of Reported Special Populations)-alias,SUM(Total Population)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%,%,True,True,Indiana,Indiana,248,2623,183573,183573,9.45482272207396,9.45,9.45482272207396,9.45482272207396,9.45
1,%,%,True,True,Delaware,Delaware,31,313,41957,41957,9.904153354632587,9.90,9.904153354632587,9.904153354632587,9.90
2,%,%,True,True,Maine,Maine,30,298,18886,18886,10.06711409395973,10.07,10.06711409395973,10.06711409395973,10.07
3,%,%,True,True,Vermont,Vermont,17,146,12952,12952,11.643835616438356,11.64,11.643835616438356,11.643835616438356,11.64
4,%,%,True,True,Georgia,Georgia,183,1445,490433,490433,12.664359861591695,12.66,12.664359861591695,12.664359861591695,12.66
5,%,%,True,True,Ohio,Ohio,128,985,313413,313413,12.99492385786802,12.99,12.99492385786802,12.99492385786802,12.99
6,%,%,True,True,Massachusetts,Massachusetts,181,1382,520119,520119,13.09696092619392,13.10,13.09696092619392,13.09696092619392,13.10
7,%,%,True,True,New Jersey,New Jersey,290,2209,942292,942292,13.128112267994569,13.13,13.128112267994569,13.128112267994569,13.13
8,%,%,True,True,Mississippi,Mississippi,28,213,33735,33735,13.145539906103288,13.15,13.145539906103288,13.145539906103288,13.15
9,%,%,True,True,New York,New York,711,5360,1812286,1812286,13.264925373134329,13.26,13.264925373134329,13.264925373134329,13.26
10,%,%,True,True,Texas,Texas,595,4432,1584396,1584396,13.42509025270758,13.43,13.42509025270758,13.42509025270758,13.43
11,%,%,True,True,Alaska,Alaska,133,976,58213,58213,13.62704918032787,13.63,13.62704918032787,13.62704918032787,13.63
12,%,%,True,True,Louisiana,Louisiana,51,370,85860,85860,13.783783783783784,13.78,13.783783783783784,13.783783783783784,13.78
