,Race Chart-value,Race Chart-alias,Percentage Suffix Label % Race-value,Percentage Suffix Label % Race-alias,State-value,State-alias,SUM(Positive PTSD)-alias,SUM(Total PTSD Responses)-alias,SUM(Total Population)-alias,ATTR(Percentage Suffix Label % Race)-alias,AGG(# per 100K)-alias,AGG(Show # or Percent Race)-value,AGG(Show # or Percent Race)-alias,AGG(Formatted Show # or Percent Positive Race)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias
0,True,True,%null%,%null%,District of Columbia,District of Columbia,60,72,670050,%null%,8.95,8.954555630176852,8.954555630176852,9.0,8.954555630176852,8.954555630176852
1,True,True,%null%,%null%,New York,New York,1859,2043,19835913,%null%,9.37,9.371890267919607,9.371890267919607,9.4,9.371890267919607,9.371890267919607
2,True,True,%null%,%null%,New Jersey,New Jersey,877,951,9267130,%null%,9.46,9.463555599198457,9.463555599198457,9.5,9.463555599198457,9.463555599198457
3,True,True,%null%,%null%,Louisiana,Louisiana,463,503,4624047,%null%,10.01,10.012874004092087,10.012874004092087,10.0,10.012874004092087,10.012874004092087
4,True,True,%null%,%null%,Massachusetts,Massachusetts,721,775,6984723,%null%,10.32,10.322528180430348,10.322528180430348,10.3,10.322528180430348,10.322528180430348
5,True,True,%null%,%null%,California,California,4084,4454,39237836,%null%,10.41,10.408321192840503,10.408321192840503,10.4,10.408321192840503,10.408321192840503
6,True,True,%null%,%null%,Vermont,Vermont,69,76,645570,%null%,10.69,10.688229006924114,10.688229006924114,10.7,10.688229006924114,10.688229006924114
7,True,True,%null%,%null%,Mississippi,Mississippi,317,335,2949965,%null%,10.75,10.745890205477014,10.745890205477014,10.7,10.745890205477014,10.745890205477014
8,True,True,%null%,%null%,Hawaii,Hawaii,155,162,1441553,%null%,10.75,10.752292839736034,10.752292839736034,10.8,10.752292839736034,10.752292839736034
9,True,True,%null%,%null%,Florida,Florida,2344,2522,21781128,%null%,10.76,10.76160977521458,10.76160977521458,10.8,10.76160977521458,10.76160977521458
10,True,True,%null%,%null%,Rhode Island,Rhode Island,119,122,1095610,%null%,10.86,10.861529193782458,10.861529193782458,10.9,10.861529193782458,10.861529193782458
11,True,True,%null%,%null%,Texas,Texas,3221,3468,29527941,%null%,10.91,10.908312232132948,10.908312232132948,10.9,10.908312232132948,10.908312232132948
12,True,True,%null%,%null%,Georgia,Georgia,1190,1290,10799566,%null%,11.02,11.018961317519611,11.018961317519611,11.0,11.018961317519611,11.018961317519611
13,True,True,%null%,%null%,Illinois,Illinois,1424,1541,12671469,%null%,11.24,11.237844641375045,11.237844641375045,11.2,11.237844641375045,11.237844641375045
14,True,True,%null%,%null%,North Carolina,North Carolina,1196,1277,10551162,%null%,11.34,11.335244402464866,11.335244402464866,11.3,11.335244402464866,11.335244402464866
15,True,True,%null%,%null%,Connecticut,Connecticut,411,445,3605597,%null%,11.40,11.398944474382468,11.398944474382468,11.4,11.398944474382468,11.398944474382468
16,True,True,%null%,%null%,South Carolina,South Carolina,595,637,5190705,%null%,11.46,11.462797442736584,11.462797442736584,11.5,11.462797442736584,11.462797442736584
17,True,True,%null%,%null%,Maryland,Maryland,708,780,6165129,%null%,11.48,11.48394461819047,11.48394461819047,11.5,11.48394461819047,11.48394461819047
18,True,True,%null%,%null%,Wyoming,Wyoming,67,76,578803,%null%,11.58,11.575613809880046,11.575613809880046,11.6,11.575613809880046,11.575613809880046
19,True,True,%null%,%null%,New Mexico,New Mexico,245,269,2115877,%null%,11.58,11.579122983046746,11.579122983046746,11.6,11.579122983046746,11.579122983046746
20,True,True,%null%,%null%,Wisconsin,Wisconsin,684,746,5895908,%null%,11.60,11.601266505515351,11.601266505515351,11.6,11.601266505515351,11.601266505515351
21,True,True,%null%,%null%,Michigan,Michigan,1226,1337,10050811,%null%,12.20,12.198020637339614,12.198020637339614,12.2,12.198020637339614,12.198020637339614
22,True,True,%null%,%null%,Montana,Montana,135,144,1104271,%null%,12.23,12.225259922609578,12.225259922609578,12.2,12.225259922609578,12.225259922609578
23,True,True,%null%,%null%,Pennsylvania,Pennsylvania,1621,1751,12964056,%null%,12.50,12.503802822203175,12.503802822203175,12.5,12.503802822203175,12.503802822203175
24,True,True,%null%,%null%,Virginia,Virginia,1099,1184,8642274,%null%,12.72,12.716560479336804,12.716560479336804,12.7,12.716560479336804,12.716560479336804
25,True,True,%null%,%null%,Nebraska,Nebraska,250,272,1963692,%null%,12.73,12.7311207663931,12.7311207663931,12.7,12.7311207663931,12.7311207663931
26,True,True,%null%,%null%,New Hampshire,New Hampshire,179,189,1388992,%null%,12.89,12.887043265907938,12.887043265907938,12.9,12.887043265907938,12.887043265907938
27,True,True,%null%,%null%,Nevada,Nevada,415,441,3143991,%null%,13.20,13.199783332713103,13.199783332713103,13.2,13.199783332713103,13.199783332713103
28,True,True,%null%,%null%,Minnesota,Minnesota,762,808,5707390,%null%,13.35,13.351111453746809,13.351111453746809,13.4,13.351111453746809,13.351111453746809
29,True,True,%null%,%null%,Iowa,Iowa,427,457,3193079,%null%,13.37,13.372672583421833,13.372672583421833,13.4,13.372672583421833,13.372672583421833
30,True,True,%null%,%null%,Idaho,Idaho,256,277,1900923,%null%,13.47,13.467142014694968,13.467142014694968,13.5,13.467142014694968,13.467142014694968
31,True,True,%null%,%null%,Arizona,Arizona,981,1066,7276316,%null%,13.48,13.482097259107494,13.482097259107494,13.5,13.482097259107494,13.482097259107494
32,True,True,%null%,%null%,South Dakota,South Dakota,122,134,895376,%null%,13.63,13.625560658315614,13.625560658315614,13.6,13.625560658315614,13.625560658315614
33,True,True,%null%,%null%,Alabama,Alabama,692,753,5039877,%null%,13.73,13.730493819591233,13.730493819591233,13.7,13.730493819591233,13.730493819591233
34,True,True,%null%,%null%,Delaware,Delaware,138,141,1003384,%null%,13.75,13.753458297122538,13.753458297122538,13.8,13.753458297122538,13.753458297122538
35,True,True,%null%,%null%,Washington,Washington,1067,1134,7738692,%null%,13.79,13.787859757178602,13.787859757178602,13.8,13.787859757178602,13.787859757178602
36,True,True,%null%,%null%,Tennessee,Tennessee,983,1051,6975218,%null%,14.09,14.09274950259619,14.09274950259619,14.1,14.09274950259619,14.09274950259619
37,True,True,%null%,%null%,Kansas,Kansas,416,449,2934582,%null%,14.18,14.175783808392472,14.175783808392472,14.2,14.175783808392472,14.175783808392472
