,Race Chart-value,Race Chart-alias,Percentage Suffix Label % Race-value,Percentage Suffix Label % Race-alias,State-value,State-alias,SUM(Positive PTSD)-alias,SUM(Total PTSD Responses)-alias,SUM(Total Population)-alias,ATTR(Percentage Suffix Label % Race)-alias,AGG(# per 100K)-alias,AGG(Show # or Percent Race)-value,AGG(Show # or Percent Race)-alias,AGG(Formatted Show # or Percent Positive Race)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias
0,True,True,%null%,%null%,Louisiana,Louisiana,149,170,1499002,%null%,9.94,9.93994671121186,9.93994671121186,9.9,9.93994671121186,9.93994671121186
1,True,True,%null%,%null%,Alabama,Alabama,140,162,1336172,%null%,10.48,10.47769299162084,10.47769299162084,10.5,10.47769299162084,10.47769299162084
2,True,True,%null%,%null%,Mississippi,Mississippi,119,131,1107951,%null%,10.74,10.740547190263829,10.740547190263829,10.7,10.740547190263829,10.740547190263829
3,True,True,%null%,%null%,South Carolina,South Carolina,157,169,1352562,%null%,11.61,11.60760098243186,11.60760098243186,11.6,11.60760098243186,11.60760098243186
4,True,True,%null%,%null%,Florida,Florida,408,451,3386309,%null%,12.05,12.048516541166208,12.048516541166208,12.0,12.048516541166208,12.048516541166208
5,True,True,%null%,%null%,North Carolina,North Carolina,284,317,2248971,%null%,12.63,12.627997426378553,12.627997426378553,12.6,12.627997426378553,12.627997426378553
6,True,True,%null%,%null%,Maryland,Maryland,237,272,1862521,%null%,12.72,12.724688741764522,12.724688741764522,12.7,12.724688741764522,12.724688741764522
7,True,True,%null%,%null%,Georgia,Georgia,464,503,3451256,%null%,13.44,13.444380828312937,13.444380828312937,13.4,13.444380828312937,13.444380828312937
8,True,True,%null%,%null%,District of Columbia,District of Columbia,40,41,295889,%null%,13.52,13.518582982131813,13.518582982131813,13.5,13.518582982131813,13.518582982131813
9,True,True,%null%,%null%,New Jersey,New Jersey,168,190,1205848,%null%,13.93,13.932104212139508,13.932104212139508,13.9,13.932104212139508,13.932104212139508
10,True,True,%null%,%null%,Iowa,Iowa,19,22,131303,%null%,14.47,14.47034721217337,14.47034721217337,14.5,14.47034721217337,14.47034721217337
11,True,True,%null%,%null%,Illinois,Illinois,263,294,1791229,%null%,14.68,14.682656433097051,14.682656433097051,14.7,14.682656433097051,14.682656433097051
