,Race Chart-value,Race Chart-alias,Percentage Suffix Label % Race-value,Percentage Suffix Label % Race-alias,State-value,State-alias,SUM(Positive PTSD)-alias,SUM(Total PTSD Responses)-alias,SUM(Total Population)-alias,ATTR(Percentage Suffix Label % Race)-alias,AGG(# per 100K)-alias,AGG(Show # or Percent Race)-value,AGG(Show # or Percent Race)-alias,AGG(Formatted Show # or Percent Positive Race)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias
0,True,True,%null%,%null%,District of Columbia,District of Columbia,22,25,249751,%null%,8.81,8.80877353844429,8.80877353844429,8.8,8.80877353844429,8.80877353844429
1,True,True,%null%,%null%,New Jersey,New Jersey,445,483,4960795,%null%,8.97,8.97033640777335,8.97033640777335,9.0,8.97033640777335,8.97033640777335
2,True,True,%null%,%null%,New York,New York,1016,1109,10858889,%null%,9.36,9.356389958493912,9.356389958493912,9.4,9.356389958493912,9.356389958493912
3,True,True,%null%,%null%,Vermont,Vermont,60,64,595151,%null%,10.08,10.08147512143977,10.08147512143977,10.1,10.08147512143977,10.08147512143977
4,True,True,%null%,%null%,Massachusetts,Massachusetts,500,530,4894728,%null%,10.22,10.215072216474542,10.215072216474542,10.2,10.215072216474542,10.215072216474542
5,True,True,%null%,%null%,Wisconsin,Wisconsin,495,542,4727246,%null%,10.47,10.471213048781468,10.471213048781468,10.5,10.471213048781468,10.471213048781468
6,True,True,%null%,%null%,Connecticut,Connecticut,249,268,2330326,%null%,10.69,10.685200268116994,10.685200268116994,10.7,10.685200268116994,10.685200268116994
7,True,True,%null%,%null%,South Dakota,South Dakota,78,88,723678,%null%,10.78,10.778274315372308,10.778274315372308,10.8,10.778274315372308,10.778274315372308
8,True,True,%null%,%null%,Wyoming,Wyoming,52,59,482320,%null%,10.78,10.781224083595953,10.781224083595953,10.8,10.781224083595953,10.781224083595953
9,True,True,%null%,%null%,Montana,Montana,102,107,943656,%null%,10.81,10.809023627254,10.809023627254,10.8,10.809023627254,10.809023627254
10,True,True,%null%,%null%,California,California,1503,1621,13815325,%null%,10.88,10.879222891969606,10.879222891969606,10.9,10.879222891969606,10.879222891969606
11,True,True,%null%,%null%,Florida,Florida,1276,1370,11467951,%null%,11.13,11.12666072605298,11.12666072605298,11.1,11.12666072605298,11.12666072605298
12,True,True,%null%,%null%,Rhode Island,Rhode Island,86,89,771405,%null%,11.15,11.148488796416927,11.148488796416927,11.1,11.148488796416927,11.148488796416927
13,True,True,%null%,%null%,Michigan,Michigan,847,911,7462582,%null%,11.35,11.349959035626007,11.349959035626007,11.3,11.349959035626007,11.349959035626007
14,True,True,%null%,%null%,North Carolina,North Carolina,751,803,6528578,%null%,11.50,11.503270696926652,11.503270696926652,11.5,11.503270696926652,11.503270696926652
15,True,True,%null%,%null%,Nebraska,Nebraska,176,194,1519341,%null%,11.58,11.58396962893781,11.58396962893781,11.6,11.58396962893781,11.58396962893781
16,True,True,%null%,%null%,Illinois,Illinois,889,958,7597266,%null%,11.70,11.70157790973753,11.70157790973753,11.7,11.70157790973753,11.70157790973753
17,True,True,%null%,%null%,Maryland,Maryland,355,389,3020582,%null%,11.75,11.752701962734335,11.752701962734335,11.8,11.752701962734335,11.752701962734335
18,True,True,%null%,%null%,Louisiana,Louisiana,315,341,2676273,%null%,11.77,11.770099687139542,11.770099687139542,11.8,11.770099687139542,11.770099687139542
19,True,True,%null%,%null%,Pennsylvania,Pennsylvania,1150,1240,9701126,%null%,11.85,11.85429402731188,11.85429402731188,11.9,11.85429402731188,11.85429402731188
20,True,True,%null%,%null%,New Hampshire,New Hampshire,147,156,1238184,%null%,11.87,11.872225775813611,11.872225775813611,11.9,11.872225775813611,11.872225775813611
21,True,True,%null%,%null%,Idaho,Idaho,186,204,1541463,%null%,12.07,12.066458941927248,12.066458941927248,12.1,12.066458941927248,12.066458941927248
22,True,True,%null%,%null%,Minnesota,Minnesota,541,571,4458035,%null%,12.14,12.135391489748287,12.135391489748287,12.1,12.135391489748287,12.135391489748287
23,True,True,%null%,%null%,Maine,Maine,156,169,1269535,%null%,12.29,12.287963703245676,12.287963703245676,12.3,12.287963703245676,12.287963703245676
24,True,True,%null%,%null%,Hawaii,Hawaii,38,41,308195,%null%,12.33,12.329856097600546,12.329856097600546,12.3,12.329856097600546,12.329856097600546
25,True,True,%null%,%null%,New Mexico,New Mexico,94,100,759740,%null%,12.37,12.372653802616686,12.372653802616686,12.4,12.372653802616686,12.372653802616686
