,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,State-value,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(Total Count of Reported Special Populations)-alias,SUM(Total Population)-alias,ATTR(Total Population)-alias,AGG(Show # or Percent)-value,AGG(Show # or Percent)-alias,AGG(Sort Race)-value,AGG(Sort Race)-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%null%,%null%,True,True,New Mexico,New Mexico,127,399,186151,186151,68.22418359288964,68,68.22418359288964,68.22418359288964,68.2
1,%null%,%null%,True,True,Arizona,Arizona,239,845,279130,279130,85.62318632895067,86,85.62318632895067,85.62318632895067,85.6
2,%null%,%null%,True,True,North Carolina,North Carolina,180,486,115825,115825,155.4068638031513,155,155.4068638031513,155.4068638031513,155.4
3,%null%,%null%,True,True,Montana,Montana,117,257,66192,66192,176.7585206671501,177,176.7585206671501,176.7585206671501,176.8
4,%null%,%null%,True,True,Alaska,Alaska,197,500,109039,109039,180.66930180944433,181,180.66930180944433,180.66930180944433,180.7
5,%null%,%null%,True,True,South Dakota,South Dakota,137,288,73258,73258,187.01029239127467,187,187.01029239127467,187.01029239127467,187.0
6,%null%,%null%,True,True,North Dakota,North Dakota,85,201,40207,40207,211.40597408411472,211,211.40597408411472,211.40597408411472,211.4
7,%null%,%null%,True,True,Nevada,Nevada,57,182,26502,26502,215.07810731265565,215,215.07810731265565,215.07810731265565,215.1
8,%null%,%null%,True,True,Oklahoma,Oklahoma,737,1643,339826,339826,216.87569520872447,217,216.87569520872447,216.87569520872447,216.9
9,%null%,%null%,True,True,Utah,Utah,74,253,31014,31014,238.60192171277487,239,238.60192171277487,238.60192171277487,238.6
10,%null%,%null%,True,True,Wyoming,Wyoming,29,78,12146,12146,238.76173225753334,239,238.76173225753334,238.76173225753334,238.8
11,%null%,%null%,True,True,New Jersey,New Jersey,36,170,14320,14320,251.39664804469274,251,251.39664804469274,251.39664804469274,251.4
12,%null%,%null%,True,True,Louisiana,Louisiana,79,171,30358,30358,260.2279465050399,260,260.2279465050399,260.2279465050399,260.2
13,%null%,%null%,True,True,Virginia,Virginia,65,218,23140,23140,280.8988764044944,281,280.8988764044944,280.8988764044944,280.9
14,%null%,%null%,True,True,New York,New York,174,613,60197,60197,289.0509493828596,289,289.0509493828596,289.0509493828596,289.1
15,%null%,%null%,True,True,California,California,474,1554,160861,160861,294.6643375336471,295,294.6643375336471,294.6643375336471,294.7
16,%null%,%null%,True,True,South Carolina,South Carolina,58,155,19363,19363,299.54036048133037,300,299.54036048133037,299.54036048133037,299.5
17,%null%,%null%,True,True,Mississippi,Mississippi,45,146,14992,14992,300.16008537886876,300,300.16008537886876,300.16008537886876,300.2
18,%null%,%null%,True,True,Washington,Washington,295,709,95740,95740,308.12617505744726,308,308.12617505744726,308.12617505744726,308.1
