,Percentage Suffix Label %-value,Percentage Suffix Label %-alias,Race Chart-value,Race Chart-alias,Change KPI Title with Measure-value,Change KPI Title with Measure-alias,AGG(Formatted Show # or Percent Positive Age)-alias
0,%null%,%null%,False,False,Total # Scoring At Risk for Psychosis per 100K,Total # Scoring At Risk for Psychosis per 100K,89.7
